Historical Data,,,,,,,,
From 2021-08-31 to 2023-08-30,,,,,,,,
NL0010273215,,,,,,,,
Date,Open,High,Low,Last,Close,Number of Shares,Number of Trades,Print table
12/4/2023,605.8,617.9,599.7,603.4,603.4,576545,27109,
13/4/2023,597.5,603.7,594.2,603.2,603.2,507745,23542,
14/4/2023,602.3,609.7,598.9,606.5,606.5,531252,22486,
17/4/2023,594.3,596.4,578.8,582.3,582.3,824156,33287,
18/4/2023,584.9,593,584,588.6,588.6,594527,26440,
19/4/2023,572.5,579.1,560,566.9,566.9,1074182,45233,
20/4/2023,579,582.6,568.4,573.4,573.4,711067,27457,
21/4/2023,579.8,586.7,573.6,580.2,580.2,1044388,27987,
24/4/2023,575.4,582.9,572.3,573.3,573.3,485845,21339,
25/4/2023,564.9,570.7,563.6,563.8,563.8,644436,27457,
26/4/2023,554.6,557.2,545.7,556.6,556.6,754517,32069,
27/4/2023,556.1,566.4,548.5,564.2,564.2,681662,31607,
28/4/2023,573,576.1,565.2,573.5,573.5,803107,29157,
1/5/2023,,,,,,None,None,
2/5/2023,582,582,572.9,572.9,572.9,652765,26288,
3/5/2023,577.5,578.4,571.5,575.3,575.3,465209,18156,
4/5/2023,576.2,578.4,568.5,577.3,577.3,554027,24483,
5/5/2023,578,586,575.5,585.6,585.6,583887,21563,
8/5/2023,591,592.3,586.1,591.3,591.3,416195,17251,
9/5/2023,592.3,592.3,582.6,584.5,584.5,546835,17552,
10/5/2023,588.5,601.1,582.5,599.6,599.6,774043,27203,
11/5/2023,600.8,604.5,591.2,593.3,593.3,439211,19727,
12/5/2023,597,600.6,594.1,596.6,596.6,423017,16222,
15/5/2023,596.5,598.9,593,595.6,595.6,366319,13625,
16/5/2023,601.4,605.4,598.2,604.2,604.2,610696,20925,
17/5/2023,603,609.5,600.8,608.4,608.4,488712,17352,
18/5/2023,617,642.2,615.3,640.6,640.6,955814,37783,
19/5/2023,646,657.1,643.4,643.4,643.4,1220009,43451,
22/5/2023,643.3,643.9,636.6,643.2,643.2,493906,19429,
23/5/2023,642.7,646.2,635,635,635,467547,19479,
24/5/2023,631.2,631.2,617.2,621.7,621.7,597188,23031,
25/5/2023,654,659.7,645.4,652.6,652.6,1063563,49600,
26/5/2023,664.7,688,661.3,682.1,682.1,1183954,56043,
29/5/2023,685.8,687.8,675.5,676.2,676.2,331507,15389,
30/5/2023,677.9,698.1,674.2,683.1,683.1,749184,36877,
31/5/2023,679.4,685.5,669.8,671.5,671.5,1149923,31025,
1/6/2023,677,682.3,669.9,677.2,677.2,528990,25990,
2/6/2023,674.9,683,670,674.6,674.6,605019,25546,
5/6/2023,673.6,680.5,670,675.2,675.2,444246,24670,
6/6/2023,669,673.8,657.9,669.2,669.2,460665,23786,
7/6/2023,673.5,673.9,660.9,667.9,667.9,402147,18912,
8/6/2023,654.4,665.7,653.6,662.7,662.7,477442,23579,
9/6/2023,668.3,673.6,663.5,666.6,666.6,435785,18266,
12/6/2023,667.5,678.2,664.5,671.5,671.5,431580,18555,
13/6/2023,684.6,688.1,671.2,680.6,680.6,673774,28081,
14/6/2023,679.8,685.7,675.5,681.7,681.7,638620,28958,
15/6/2023,678.5,680.8,662.7,673.8,673.8,556727,29126,
16/6/2023,673.3,673.7,659.8,659.8,659.8,2581226,40520,
19/6/2023,661,666.6,658.6,661.2,661.2,323886,13289,
20/6/2023,655.4,664,651.8,656.4,656.4,417939,18121,
21/6/2023,655.1,660.5,644.1,646,646,462869,19013,
22/6/2023,639.4,652.6,634,651.9,651.9,487801,23003,
23/6/2023,650.6,650.6,639.5,640.8,640.8,507621,22037,
26/6/2023,641.6,654.3,635.8,647.3,647.3,444325,19276,
27/6/2023,646,650.8,641.2,649.6,649.6,410969,18885,
28/6/2023,657.3,666.7,653.6,664.7,664.7,559924,26236,
29/6/2023,666.1,672.9,661.5,668.4,668.4,435440,25939,
30/6/2023,653,666,642.9,663,663,1136212,48378,
3/7/2023,668.2,674.9,665.5,666.1,666.1,495373,25902,
4/7/2023,670,675.2,666.3,669.1,669.1,261653,13812,
5/7/2023,660.7,666.7,658.2,659.3,659.3,507886,22498,
6/7/2023,653,654.7,638.3,639.8,639.8,626054,30676,
7/7/2023,636.5,644.5,628.4,640.4,640.4,571028,28094,
10/7/2023,632,648.6,631,645.2,645.2,350480,16579,
11/7/2023,649,649.2,634.2,635.1,635.1,359547,16309,
12/7/2023,644.7,660,642.1,654,654,778427,36971,
13/7/2023,658.6,667.5,655.3,663,663,544504,28309,
14/7/2023,667.4,687.3,665.5,684.9,684.9,772045,39363,
17/7/2023,672,676.9,656.3,664.7,664.7,513490,25927,
18/7/2023,673,673.1,661.5,664.2,664.2,498847,25184,
19/7/2023,669,676,647.7,651.9,651.9,887304,49469,
20/7/2023,635.9,637.9,617.6,620.1,620.1,1007615,52147,
21/7/2023,605,626.7,603,625.5,625.5,961080,36501,
24/7/2023,620.8,624.2,614.4,615.7,615.7,454387,22308,
25/7/2023,616,629.1,612.7,628.4,628.4,430293,20671,
26/7/2023,622.5,626.2,612.1,617.4,617.4,576695,30344,
27/7/2023,621.5,653.3,618.8,652.8,652.8,938047,45563,
28/7/2023,647.7,654.3,643.3,653,653,660198,34834,
31/7/2023,652.6,658.4,647.3,652.2,652.2,587153,24787,
1/8/2023,647.6,650.7,642.8,644.6,644.6,429894,21585,
2/8/2023,635.9,639.3,627.5,628.9,628.9,606000,30143,
3/8/2023,621.6,625,612.9,619.3,619.3,529243,29593,
4/8/2023,625.4,627.3,617.1,621.1,621.1,494781,24599,
7/8/2023,620.6,627.8,618.9,625.2,625.2,289078,16194,
8/8/2023,625,627,613.1,614.8,614.8,459488,20936,
9/8/2023,622,628.6,610.9,614.1,614.1,422649,17701,
10/8/2023,618.5,630.4,617,624.2,624.2,567648,28981,
11/8/2023,618.2,620.8,604.4,605.7,605.7,618887,27738,
14/8/2023,602.1,608.3,596.2,605.2,605.2,539896,27637,
15/8/2023,611.6,613,595.6,600.5,600.5,474088,26335,
16/8/2023,597.7,606.4,595.6,602,602,415995,19773,
17/8/2023,596,604.3,592.3,592.7,592.7,459491,24197,
18/8/2023,595.7,601.7,591.2,598.2,598.2,719783,29313,
21/8/2023,600.6,606.5,598.2,599.7,599.7,355746,17324,
22/8/2023,611,627.3,608.5,619.3,619.3,581926,31048,
23/8/2023,620.6,626.8,613.6,625.4,625.4,368414,18712,
24/8/2023,643.5,643.6,601.9,603.6,603.6,620453,31923,
25/8/2023,593.4,603.1,590.5,594.2,594.2,611398,32343,
28/8/2023,605,610.4,601.3,606.5,606.5,463951,18380,
29/8/2023,610.9,614.3,602.8,613,613,433169,18719,
