rating,gpa,white,female,tech_skills,unpaid_intshp,top_intshp,second_intshp
2,3.27,1,0,1,1,0,0
5,3.71,0,0,1,1,0,1
2,3.04,1,1,0,0,0,1
1,3.59,0,1,0,0,0,1
5,3.31,0,0,0,1,0,1
9,3.63,0,0,0,1,0,1
6,3.94,0,1,0,1,0,1
6,3.79,1,1,1,1,0,1
4,3.46,0,1,0,1,0,1
1,3.46,0,0,0,1,0,1
9,3.64,0,0,0,1,0,1
1,3.53,1,1,0,0,0,1
6,3.47,0,0,1,0,0,1
4,3.4,1,0,0,0,0,1
7,3.8,1,1,0,0,0,1
4,3.42,1,0,0,0,0,1
2,3.22,1,0,0,0,0,1
4,3.63,1,1,0,0,0,1
3,3.44,1,1,1,0,0,1
1,3.12,1,1,1,0,0,1
3,3.67,1,1,0,1,0,1
8,3.71,1,1,0,0,0,1
5,3.88,1,1,0,0,0,1
5,3.29,0,1,0,0,0,1
7,3.61,1,1,1,0,0,1
6,3.19,1,1,0,1,0,1
3,3.4,1,1,1,1,0,1
5,3.46,1,0,1,1,0,1
3,3.88,1,0,1,1,0,1
7,3.6,0,1,1,1,0,1
5,3.89,0,1,1,0,0,1
4,3.91,0,1,0,0,0,1
4,3.09,1,0,0,0,0,1
7,3.4,1,0,0,1,0,1
1,3.49,0,1,1,1,0,1
7,3.57,1,1,1,1,0,1
1,3.42,1,0,1,0,0,1
2,3.49,0,1,1,1,1,0
2,3.75,1,1,0,1,1,0
6,3.48,0,1,0,1,1,0
4,3.26,1,1,0,1,1,0
1,3.76,0,0,0,1,1,0
7,3.8,1,1,0,1,1,0
7,3.34,1,0,0,1,1,0
8,3.81,1,1,1,1,1,0
1,3.6,0,0,0,1,1,1
6,3.86,1,1,0,1,1,1
6,3.1,1,1,0,1,1,1
2,3.61,1,1,1,1,1,1
2,3.03,1,1,0,0,1,1
6,3.38,1,1,0,0,1,1
7,3.15,1,1,1,1,1,0
5,3.18,1,1,0,1,1,0
4,3.33,0,0,1,1,1,0
1,3.4,1,0,0,1,1,0
6,3.32,1,0,0,1,1,0
5,3.38,1,0,0,1,1,0
8,3.96,1,0,1,1,1,0
4,3.97,1,0,0,1,1,0
10,3.57,0,1,0,1,1,0
3,3.64,1,1,1,1,1,0
5,3.89,1,0,0,1,1,0
7,3.69,1,0,0,1,1,0
6,3.98,1,1,1,1,1,0
3,3.89,1,0,0,1,1,0
6,3.75,1,0,0,0,1,1
6,3.63,1,0,0,0,1,1
2,3.38,1,1,1,0,1,1
6,3.31,1,0,0,0,1,1
5,3.45,1,0,1,0,1,1
4,3.49,1,0,0,0,1,1
5,3.51,0,1,1,0,1,1
5,3.32,1,1,1,1,1,1
9,3.53,1,1,1,1,1,1
3,3.1,1,1,0,1,1,1
10,3.52,0,0,1,0,1,1
8,3.93,1,0,0,0,1,1
3,3.47,1,0,0,0,1,1
9,3.31,1,0,0,0,1,1
7,3.45,0,0,0,0,1,1
10,3.75,1,1,0,0,1,1
7,3.15,1,1,0,1,1,1
7,3.68,1,1,0,0,1,1
3,3.46,1,0,0,0,1,1
7,3.82,1,0,1,0,1,1
6,3.37,0,0,0,1,1,1
8,3.16,1,1,0,1,1,1
6,3.54,1,0,0,0,1,1
6,3.39,0,1,0,1,1,1
3,3.55,0,0,1,1,1,1
7,3.11,1,0,0,1,1,1
2,3.19,0,0,0,0,1,1
7,3.72,1,0,0,0,1,1
4,3.56,1,0,0,0,1,1
7,3.64,1,1,0,0,1,1
1,3.31,1,0,0,1,0,0
8,3.04,0,0,0,1,0,0
5,3.6,1,0,1,1,0,0
1,3.85,1,0,0,1,0,1
8,3.97,0,0,1,0,0,1
3,3.92,0,1,1,1,0,1
2,3.9,1,1,0,1,0,1
2,3.33,1,0,0,1,0,1
6,3.95,1,0,0,1,0,1
3,3.08,1,1,1,0,0,1
3,3.74,1,0,0,1,0,1
6,3.01,1,0,0,0,0,1
2,3.35,1,1,1,0,0,1
1,3.35,0,0,0,0,0,1
5,3.63,1,1,1,0,0,1
1,3.21,0,1,0,0,0,1
3,3.37,1,0,1,0,0,1
4,3.99,0,0,0,1,0,0
4,3.71,1,1,1,1,0,0
7,3.82,1,0,0,1,0,0
3,3.57,1,1,0,1,0,0
9,3.94,1,1,0,1,0,0
3,3.68,1,1,1,1,0,0
7,3.67,1,1,1,1,0,0
7,3.52,1,1,0,1,0,0
2,3.11,1,1,0,1,0,0
5,3.74,1,0,0,1,0,0
5,3.58,1,0,1,0,0,1
9,3.9,1,1,0,1,0,1
5,3.89,1,0,0,1,0,1
10,3.49,1,1,0,1,0,1
5,3.49,0,0,0,1,0,1
8,3.36,1,0,1,1,0,1
5,3.71,1,0,0,1,0,1
8,3.41,1,1,1,0,0,1
3,3.95,1,0,1,0,0,1
5,3.45,1,1,0,1,0,1
3,3.52,1,0,0,1,0,1
6,3.52,1,1,0,1,0,1
3,3.34,1,1,0,1,0,1
2,3.59,1,1,1,0,0,1
5,3.91,0,0,0,0,0,1
1,3.69,1,0,1,0,0,1
7,3.84,1,1,0,0,0,1
1,3.28,0,0,0,0,0,1
7,3.53,1,0,0,1,0,1
3,3.9,0,0,0,0,0,1
1,3.38,1,1,0,1,0,1
6,3.27,1,1,1,0,0,1
5,3.03,1,0,0,0,0,1
1,3.76,1,1,0,0,0,1
1,3.94,1,1,0,1,0,1
1,3.23,1,1,0,0,0,1
4,3.44,1,1,1,0,0,1
8,3.16,0,1,0,0,0,1
2,3.09,1,1,0,0,0,1
1,3.56,0,0,1,1,0,1
4,3.26,1,1,0,1,0,1
8,3.82,1,0,0,1,0,1
5,3.63,1,1,1,0,0,1
4,3.19,1,0,1,0,0,1
10,3.93,1,0,0,1,0,0
7,3.75,1,0,0,1,0,0
1,3.27,1,1,1,1,0,0
7,3.69,1,1,0,1,0,0
4,3.67,1,1,0,1,0,0
1,3.31,1,1,1,1,0,0
1,3.13,0,1,0,1,0,1
3,3.19,1,0,0,1,0,1
5,3.49,0,0,0,1,0,1
5,3.67,1,0,1,1,0,1
3,3.66,1,0,0,1,0,1
7,3.82,1,1,0,1,0,1
4,3.7,1,1,0,0,0,1
1,3.55,1,1,0,0,0,1
5,3.41,0,0,0,0,0,1
1,3.48,0,1,1,0,0,1
4,3.33,1,0,0,1,0,1
2,3.88,0,1,0,1,0,1
1,3.53,0,1,1,1,0,0
6,3.55,1,1,0,1,0,0
3,3.29,1,1,1,1,0,0
8,3.54,1,1,0,1,0,0
4,3.26,0,1,1,1,0,0
7,3.55,0,0,0,1,0,0
8,3.65,1,0,1,1,0,0
6,3.33,1,1,0,1,0,1
7,3.67,1,1,0,1,0,1
8,3.99,1,1,0,1,0,1
2,3.21,1,1,0,1,0,1
5,3.56,1,1,0,1,0,1
6,3.24,1,0,1,0,0,1
9,3.23,1,1,0,0,0,1
6,3.88,1,0,0,0,0,1
2,3.8,0,0,0,0,0,1
1,3.69,1,1,1,0,0,1
4,3.07,1,0,0,0,0,1
9,3.86,1,0,0,0,0,1
5,3.43,1,0,0,1,0,0
9,3.2,1,1,0,1,0,0
3,3.26,1,0,1,1,0,0
7,3.95,0,0,0,1,0,0
2,3.25,1,1,0,1,0,0
1,3.15,0,0,0,1,0,0
3,3.17,1,0,0,1,0,0
5,3.83,0,1,1,1,0,0
6,3.75,1,0,1,1,0,0
3,3.03,1,1,0,1,0,0
6,3.49,1,1,0,1,0,0
6,3.65,1,0,0,1,0,0
3,3.7,1,0,1,1,0,0
3,3.46,1,0,0,1,0,0
5,3.9,1,1,0,1,0,0
2,3.09,1,0,1,1,0,0
7,3.73,0,0,0,1,0,0
7,3.49,1,0,0,1,0,0
5,3.55,1,0,0,1,0,1
2,3.3,0,0,0,0,0,1
6,3.22,1,1,0,0,0,1
7,3.58,1,1,0,0,0,1
3,3.51,1,1,0,0,0,1
4,3.17,0,0,0,1,0,1
3,3.01,1,0,0,1,0,1
7,3.44,1,1,1,1,0,1
6,3.73,1,0,1,1,0,1
1,3.38,1,0,0,1,0,1
1,3.46,1,0,0,1,0,1
8,3.34,1,1,0,0,0,1
7,3.12,1,1,1,0,0,1
3,3.12,1,1,0,1,0,1
6,3.79,0,0,1,1,0,1
9,3.15,1,0,0,1,0,1
1,3.7,1,1,0,0,0,1
4,3.29,0,1,1,0,0,1
4,3.41,1,1,0,0,0,1
5,3.2,1,1,0,0,0,1
1,3.69,1,0,1,1,0,1
1,3.88,0,0,0,0,0,1
3,3.75,1,1,0,0,0,1
6,3.26,1,1,1,1,1,0
2,3.02,1,1,0,1,1,0
1,3.17,0,0,0,1,1,0
2,3.6,1,1,0,1,1,0
6,3.69,1,0,1,1,1,0
4,3.07,1,0,0,1,1,0
2,3.31,1,1,0,1,1,0
1,3.9,1,1,0,1,1,0
3,3.9,0,0,0,0,1,1
2,3.26,0,0,1,0,1,1
4,3.66,1,0,0,1,1,1
2,3.97,1,0,0,1,1,1
7,3.64,1,0,0,0,1,1
4,3.03,1,0,1,0,1,1
7,3.5,1,0,1,0,1,1
4,3.29,1,0,0,0,1,1
3,3.49,1,0,0,0,1,1
1,3.2,1,0,1,0,1,1
8,3.75,1,0,1,1,1,0
9,3.88,1,0,0,1,1,0
6,3.21,0,0,1,1,1,0
6,3.81,0,0,0,1,1,0
5,3.25,0,0,1,1,1,0
8,3.97,0,1,0,1,1,0
5,3.15,0,1,0,1,1,0
5,3.51,1,1,0,1,1,0
5,3.32,1,1,0,1,1,0
1,3.67,0,0,0,1,1,0
6,3.7,0,0,1,1,1,0
6,3.62,0,1,0,1,1,0
4,3.56,1,1,0,1,1,0
2,3.39,0,0,0,1,1,0
6,3.24,0,1,0,1,1,0
1,3.03,1,1,1,1,1,0
4,3.14,0,0,0,1,1,0
2,3.36,1,1,0,1,1,0
2,3.1,1,1,0,1,1,0
6,3.37,1,1,1,1,1,1
8,3.66,0,0,0,1,1,1
8,3.2,0,0,0,0,1,1
2,3.22,1,1,0,0,1,1
7,3.86,1,0,0,0,1,1
10,3.77,0,0,0,1,1,1
5,3.25,1,1,0,0,1,1
7,3.69,0,1,0,1,1,1
9,3.23,1,1,0,1,1,1
1,3.86,1,1,0,1,1,1
5,3.56,1,1,1,1,1,1
4,3.34,1,0,0,1,1,1
6,3.02,1,0,0,1,1,1
8,3.38,1,1,0,0,1,1
8,3.85,1,1,0,0,1,1
5,3.86,1,0,1,0,1,1
1,3.26,0,0,0,0,1,1
4,3.89,1,1,0,0,1,1
3,3.23,0,0,0,0,1,1
5,3.86,1,0,0,0,1,1
2,3.32,0,0,1,1,1,1
3,3.91,1,0,0,0,1,1
6,3.03,1,1,1,0,1,1
8,3.6,1,1,1,0,1,1
3,3.11,1,1,0,0,1,1
7,3.26,0,1,1,1,0,0
7,3.93,1,0,0,1,0,0
7,3.79,1,0,0,1,0,0
7,3.53,1,1,1,1,0,0
3,3.12,1,0,0,1,0,0
6,3.78,1,1,0,1,0,0
8,3.91,1,0,0,1,0,1
4,3.29,1,0,0,1,0,1
8,3.43,1,1,0,1,0,1
1,3.27,1,1,0,1,0,1
7,3.83,0,1,0,1,0,1
3,3.45,1,0,0,0,0,1
5,3.84,1,0,1,1,0,1
4,3.27,1,0,0,0,0,1
5,3.49,1,1,0,0,0,1
3,3.89,1,1,0,0,0,1
1,3.39,1,1,0,0,0,1
3,3.1,0,1,0,0,0,1
3,3.52,0,1,0,1,1,0
3,3.02,0,1,0,1,1,0
7,4,1,0,1,1,1,0
8,3.75,0,1,0,0,1,1
1,3.1,1,0,1,1,1,1
3,3.06,1,0,0,1,1,1
1,3.89,0,0,0,1,1,1
4,3.68,1,0,0,0,1,1
1,3.27,1,0,1,0,1,1
1,3.55,0,0,0,1,1,1
6,3.32,0,0,0,1,1,1
2,3.98,1,1,0,0,1,1
2,3.67,1,0,0,0,1,1
1,3.03,1,1,1,0,1,1
2,3.79,1,1,0,0,1,1
3,3.1,0,1,1,0,1,1
9,3.73,0,0,1,1,1,0
7,3.53,1,1,0,1,1,0
3,3.96,1,1,0,1,1,0
5,3.03,1,1,0,1,1,0
6,3.75,1,1,0,1,1,0
1,3.68,1,0,0,1,1,1
6,3.75,1,1,0,1,1,1
8,3.02,1,0,1,1,1,1
4,3.88,1,1,0,1,1,1
8,3.76,1,0,0,1,1,1
3,3.54,1,1,1,0,1,1
8,3.21,1,0,0,0,1,1
6,3.74,1,1,1,0,1,1
4,3.59,1,1,0,1,1,1
5,3.26,1,0,0,1,1,1
1,3.13,1,0,0,0,1,1
1,3.59,1,1,0,0,1,1
6,3.9,0,0,0,0,1,1
2,3.56,1,0,1,1,0,0
4,3.47,1,0,0,1,0,0
1,3.54,1,1,0,1,0,0
3,3.35,1,0,1,1,0,0
3,3.75,0,0,0,1,0,0
8,3.13,0,0,1,1,0,1
2,3.83,1,0,0,1,0,1
5,3.15,1,0,1,1,0,1
2,3.31,1,1,0,0,0,1
3,3.54,1,1,1,1,0,1
3,3.17,1,0,0,1,0,1
8,3.93,1,1,0,0,0,1
1,3.52,0,0,0,0,0,1
4,3.64,1,1,1,0,0,1
6,3.26,1,1,0,0,0,1
2,3.28,0,0,1,0,0,1
2,3.07,0,0,0,0,0,1
4,3.22,1,0,0,0,0,1
2,3.09,1,1,0,0,0,1
3,3.4,1,1,0,0,0,1
1,3.6,1,0,0,1,0,0
2,3.99,1,1,1,1,0,0
7,3.82,0,0,0,1,0,0
5,3.38,1,1,0,1,0,0
4,3.31,1,1,0,1,0,0
7,3.11,1,0,1,1,0,0
5,3.53,1,0,0,1,0,0
6,3.12,1,0,0,1,0,0
5,3.84,1,0,0,1,0,0
2,3.46,1,1,0,1,0,0
1,3.86,1,0,0,1,0,0
4,3.66,1,0,0,1,0,0
1,3.65,1,1,0,1,0,0
7,3.6,1,0,0,1,0,1
1,3.03,1,0,0,0,0,1
3,3.07,1,0,0,0,0,1
2,3.28,0,0,1,0,0,1
9,3.16,1,0,0,1,0,1
2,3.16,0,1,0,1,0,1
5,3.26,0,0,1,1,0,1
5,3.85,1,0,0,1,0,1
1,3.3,0,1,0,1,0,1
1,3.86,0,1,0,1,0,1
8,3.83,0,0,0,1,0,1
6,3.84,0,0,1,1,0,1
7,3.7,1,0,0,1,0,1
5,3.05,0,1,0,0,0,1
2,3.81,1,0,0,0,0,1
1,3.51,1,1,0,0,0,1
8,3.46,1,1,0,0,0,1
2,3.87,1,0,0,1,0,1
4,3.21,0,1,0,1,0,1
4,3.33,1,1,0,1,0,1
3,3.8,1,1,0,0,0,1
10,3.95,1,1,0,1,0,1
3,3.32,0,0,0,1,0,1
3,3.42,0,1,0,1,0,1
4,3.25,0,1,1,0,0,1
1,3.7,1,0,0,0,0,1
1,3.52,0,1,1,0,0,1
8,3.51,0,1,0,0,0,1
5,3.17,1,0,0,0,0,1
3,3.87,0,0,0,0,0,1
1,3.09,1,0,0,0,0,1
4,3.71,1,0,1,0,0,1
10,3.89,1,1,0,1,1,0
10,3.99,1,0,0,1,1,0
8,3.68,1,1,0,1,1,0
9,3.9,1,1,0,1,1,0
6,3.86,1,0,0,1,1,0
8,3.67,1,1,0,1,1,0
7,3.02,1,0,0,1,1,0
10,3.51,0,1,0,1,1,0
6,3.04,0,0,0,1,1,0
10,4,0,1,0,1,1,0
6,3.37,0,1,0,1,1,0
7,3.67,0,0,0,1,1,0
8,3.24,0,0,0,1,1,0
5,3.12,1,1,1,1,1,0
6,3.5,1,0,0,1,1,0
7,3.54,1,1,1,1,1,1
7,3.94,0,1,0,0,1,1
3,3.83,0,0,0,0,1,1
7,3.13,0,0,1,0,1,1
6,3.26,0,1,0,1,1,1
3,3.29,0,1,0,1,1,1
5,3.34,1,1,0,1,1,1
6,3.71,1,0,0,0,1,1
9,3.97,0,1,1,1,1,1
3,3.55,1,1,0,0,1,1
8,3.83,1,1,0,0,1,1
3,3.53,0,0,0,0,1,1
5,3.26,0,0,1,0,1,1
5,3.35,0,1,0,0,1,1
6,3.79,0,1,0,0,1,1
3,3.5,1,1,1,1,1,1
1,3.14,1,0,1,1,1,1
5,3.25,1,1,1,0,1,1
5,3.35,1,0,0,0,1,1
7,3.86,0,1,0,0,1,1
8,3.5,1,0,0,1,1,1
10,3.05,1,0,0,1,1,1
9,3.61,0,1,1,1,1,1
5,3.55,1,1,0,1,1,1
1,3.11,1,1,1,1,1,1
4,3.81,1,0,1,1,1,1
7,3.68,0,1,1,0,1,1
5,3.58,1,0,0,1,1,0
8,3.27,1,1,0,1,1,0
6,3.23,1,0,0,1,1,0
7,3.44,1,1,0,1,1,0
6,3.79,1,0,0,1,1,0
5,3.38,1,0,0,1,1,0
7,3.72,0,0,0,1,1,0
2,3.31,0,0,0,1,1,0
6,3.69,0,0,0,1,1,0
3,3.83,0,1,0,1,1,0
5,3.78,1,0,0,1,1,0
1,3.78,1,0,0,1,1,0
7,3.4,0,0,0,1,1,0
4,3.32,0,0,0,1,1,1
4,3.3,1,0,0,1,1,1
8,3.61,1,0,1,0,1,1
6,3.61,1,1,0,0,1,1
5,3.81,0,1,0,0,1,1
3,3.36,1,0,0,1,1,1
6,3.46,1,1,0,1,1,1
3,3.48,1,0,0,1,1,1
2,3.54,0,1,0,1,1,1
9,3.87,1,0,0,1,1,1
9,3.45,1,1,1,0,1,1
5,3.67,0,1,1,0,1,1
10,3.89,1,0,0,0,1,1
7,3.51,0,0,0,1,1,1
4,3.48,0,1,0,1,1,1
7,3.36,1,1,0,1,1,1
9,3.11,1,1,1,0,1,1
6,3.41,0,1,0,0,1,1
6,3.25,0,0,1,0,1,1
6,3.44,0,0,0,1,1,1
6,3.64,1,1,0,1,1,1
5,3.55,1,1,0,1,1,1
6,3.35,0,1,1,1,1,1
4,3.35,1,1,1,0,1,1
4,3.46,0,0,0,0,1,1
6,3.34,0,1,0,1,1,1
5,3.67,0,1,0,1,1,1
8,3.26,1,0,0,1,1,1
4,3.78,1,0,0,0,1,1
9,3.86,0,0,0,0,1,1
5,3.12,1,0,1,0,1,1
7,3.67,0,1,0,1,1,0
3,3.75,1,0,0,1,1,0
7,3.6,1,1,0,1,1,0
4,3.17,1,0,1,1,1,0
1,3.19,0,1,0,1,1,0
9,3.73,0,0,0,1,1,0
1,3.51,0,0,1,1,1,0
6,3.35,0,1,1,1,1,0
7,3.62,1,1,0,1,1,0
9,3.56,1,1,0,1,1,0
4,3.97,1,0,0,1,1,0
7,3.3,1,0,0,1,1,0
5,3.66,1,1,0,1,1,0
7,3.72,0,1,0,1,1,0
6,3.66,0,0,0,1,1,0
10,3.94,1,1,0,1,1,0
4,3.82,1,0,0,1,1,0
6,3.94,0,0,0,1,1,0
4,3.41,1,0,0,1,1,0
6,3.39,0,0,0,1,1,0
5,3.44,0,1,1,1,1,0
2,3.14,0,1,0,1,1,0
8,3.75,0,0,0,1,1,1
4,3.39,0,1,0,1,1,1
7,3.3,1,0,0,0,1,1
10,3.9,1,0,0,0,1,1
6,3.07,0,0,0,0,1,1
2,3.5,0,0,0,0,1,1
8,3.58,1,0,1,1,1,1
5,3.14,0,0,1,1,1,1
9,3.75,0,0,0,0,1,1
7,3.46,0,0,0,1,1,1
6,3.55,1,0,0,1,1,1
6,3.86,0,1,0,1,1,1
8,3.58,0,1,0,1,1,1
5,3.53,0,0,0,0,1,1
7,3.44,1,1,0,1,1,1
3,3.28,1,1,0,1,1,1
6,3.11,1,0,0,0,1,1
3,3.18,1,1,0,1,1,1
9,3.6,0,1,1,0,1,1
2,3.22,1,0,0,0,1,1
2,3.09,0,0,0,0,1,1
10,3.42,0,0,0,1,1,1
8,3.62,1,1,1,0,1,1
3,3.69,1,0,1,0,1,1
8,3.08,0,1,1,1,1,0
2,3.7,1,1,0,1,1,0
10,3.92,1,0,0,1,1,0
9,3.59,1,0,0,1,1,0
9,3.03,0,1,1,1,1,0
6,3.2,1,1,0,1,1,0
3,3.94,1,1,1,1,1,0
6,3.19,1,0,0,1,1,0
8,3.12,1,0,0,1,1,0
1,3.82,1,0,1,1,1,1
2,3.26,1,1,1,1,1,1
6,3.93,1,0,1,1,1,1
1,3.41,0,0,0,1,1,1
9,3.59,1,1,1,1,1,1
3,3.19,1,1,0,0,1,1
2,3.83,1,1,0,0,1,1
6,3.87,0,1,0,1,1,1
4,3.59,1,1,0,1,1,1
2,3.38,0,1,0,1,1,0
4,3.36,1,1,0,1,1,0
2,3.87,0,1,0,1,1,0
1,3.53,1,1,0,1,1,0
3,3.82,1,0,1,1,1,0
1,3.29,1,1,0,1,1,0
1,3.13,1,1,0,1,1,0
10,3.15,0,1,0,1,1,0
6,3.14,0,0,0,1,1,0
10,3.35,1,1,0,1,1,0
8,3.59,1,1,1,1,1,0
3,3.8,1,0,0,1,1,0
1,3.26,1,0,0,1,1,0
1,3.83,1,1,0,1,1,0
1,3.78,1,1,0,1,1,1
4,3.03,1,1,0,1,1,1
7,3.4,0,0,0,0,1,1
6,3.41,1,1,0,0,1,1
4,3.41,1,0,0,0,1,1
5,3.4,0,0,1,1,1,1
8,3.54,1,1,0,1,1,1
4,3.9,0,1,1,1,1,1
8,3.06,0,0,0,1,1,1
6,3.98,0,1,0,1,1,1
4,3.23,1,0,0,1,1,1
1,3.06,1,1,1,1,1,1
8,3.21,1,0,0,1,1,1
1,3.67,1,1,1,1,1,1
4,3.16,0,1,0,0,1,1
8,3.86,1,0,0,0,1,1
8,3.79,0,0,0,0,1,1
5,3.65,1,0,0,0,1,1
7,3.15,0,0,1,0,1,1
10,3.73,1,0,0,1,1,1
8,3.43,1,1,0,1,1,1
2,3.36,1,0,1,0,1,1
3,3.12,1,1,0,0,1,1
5,3.3,1,1,1,0,1,1
7,3.83,1,0,0,1,1,1
1,3.39,1,1,0,1,1,1
1,3.15,1,0,0,1,1,1
1,3.68,1,1,0,1,1,1
3,3.15,1,1,0,1,1,1
2,3.9,0,1,0,0,1,1
5,3.87,1,0,0,0,1,1
10,3.23,1,0,0,1,1,1
5,3.45,1,0,0,1,0,0
7,3.57,1,1,0,1,0,0
1,3.05,1,0,0,1,0,0
6,3.65,1,0,1,1,0,0
6,3.46,0,1,0,1,0,0
6,3.04,1,0,0,1,0,0
6,3.22,1,1,1,1,0,0
8,3.36,1,0,0,1,0,0
3,3.21,0,0,0,1,0,0
4,3.36,1,0,0,1,0,0
1,3.7,1,1,0,1,0,0
4,3.26,1,1,0,1,0,0
5,3.07,0,0,1,1,0,0
7,3.34,1,1,1,1,0,0
2,3.38,0,1,0,1,0,0
5,3.42,0,1,1,1,0,0
6,3.85,1,1,1,1,0,0
10,3.94,1,1,0,1,0,1
8,3.64,1,1,0,1,0,1
8,3.93,1,0,0,0,0,1
7,3.03,1,1,0,0,0,1
2,3.61,1,1,1,1,0,1
6,3.28,1,1,1,1,0,1
7,3.15,1,0,0,1,0,1
3,3.95,1,1,1,1,0,1
9,3.77,1,1,1,0,0,1
9,3.48,1,1,0,0,0,1
2,3.27,1,0,0,0,0,1
6,3.5,0,0,0,0,0,1
5,3.69,1,0,0,0,0,1
3,3.19,1,1,0,0,0,1
3,3.38,1,0,0,1,0,1
5,3.61,1,0,0,0,0,1
7,3.81,1,0,1,0,0,1
6,3.63,0,0,0,0,0,1
7,3.14,1,0,0,0,0,1
7,3.77,1,1,0,0,0,1
6,3.49,0,0,0,1,0,1
6,3.99,1,0,1,1,0,1
5,3.67,1,0,1,1,0,1
5,3.92,1,1,0,1,0,1
6,3.78,1,0,0,1,0,1
6,3.93,1,0,0,1,0,1
10,3.77,1,0,0,1,0,1
8,3.24,0,0,0,1,1,0
1,3.75,0,0,0,1,1,0
8,3.81,1,1,0,1,1,0
6,3.83,1,1,0,1,1,0
5,3.67,0,1,0,1,1,1
2,3.7,1,1,0,0,1,1
9,3.62,1,0,0,1,1,1
5,3.34,1,1,0,1,1,1
1,3.24,1,1,0,0,1,1
7,3.67,0,0,0,1,1,1
4,3.71,0,1,0,0,1,1
5,3.54,1,1,1,0,1,1
3,3.91,1,0,0,0,1,1
1,3.57,0,1,1,0,1,1
6,3.71,0,0,1,0,1,1
5,3.53,1,0,0,0,1,1
1,3.12,1,1,0,1,0,0
2,3.87,1,1,0,1,0,0
1,3.3,0,1,1,1,0,0
6,3.96,1,1,0,1,0,0
3,3.86,0,1,0,1,0,0
6,3.99,1,1,0,1,0,0
6,3.3,0,0,0,1,0,1
3,3.12,1,0,1,1,0,1
1,3.78,1,0,0,0,0,1
2,3.99,1,1,1,0,0,1
8,3.78,1,0,0,0,0,1
1,3.13,1,0,1,0,0,1
3,3.56,0,0,0,0,0,1
6,3.55,0,1,1,0,0,1
7,3.15,0,1,0,0,0,1
5,3.28,0,0,0,0,0,1
5,3.53,1,1,0,0,0,1
1,3.55,1,0,0,0,0,1
8,3.01,0,1,0,0,0,1
5,3.14,0,0,0,1,0,0
7,3.07,1,1,0,1,0,0
7,3.14,0,1,0,1,0,0
1,3.17,0,1,0,1,0,0
1,3.36,1,1,1,1,0,0
1,3.55,0,0,0,1,0,0
7,3.88,1,1,0,1,0,0
4,3.07,1,1,0,1,0,0
1,3.23,1,1,0,1,0,1
2,3.61,1,1,1,1,0,1
10,3.92,1,1,0,1,0,1
8,3.21,0,1,0,1,0,1
7,3.3,1,1,0,0,0,1
8,3.99,1,0,0,0,0,1
3,3.55,1,1,0,0,0,1
1,3.24,1,1,0,0,0,1
7,3.41,0,0,1,0,0,1
2,3.17,1,0,0,1,0,0
3,3.61,1,0,1,1,0,0
5,3.25,1,1,0,1,0,0
2,3.37,1,0,0,1,0,0
2,3.37,0,1,0,1,0,0
3,3.22,1,1,0,1,0,0
9,3.08,1,1,1,1,0,0
2,3.64,0,0,0,1,0,0
1,3.86,0,0,1,1,0,0
4,3.56,0,0,0,1,0,0
1,3.64,0,1,1,1,0,0
7,3.87,0,1,1,1,0,0
1,3.08,1,0,0,1,0,0
3,3.49,0,1,0,0,0,1
1,3.56,0,1,1,0,0,1
5,3.17,1,0,1,0,0,1
6,3.77,1,1,0,1,0,1
2,3.3,1,1,0,1,0,1
7,3.53,0,1,0,1,0,1
1,3.06,1,1,1,1,0,1
6,3.63,1,1,0,1,0,1
1,3.71,0,0,0,1,0,1
2,3.3,1,0,0,1,0,1
4,3.18,1,0,0,0,0,1
1,3.09,1,1,0,0,0,1
3,3.49,1,0,0,0,0,1
4,3.26,1,1,0,1,0,1
1,3.21,1,0,0,1,0,1
1,3.26,1,1,0,0,0,1
1,3.63,0,0,1,0,0,1
3,3.57,1,1,0,1,0,1
5,3.6,0,1,0,1,0,1
5,3.49,1,0,0,0,0,1
4,3.12,1,0,0,0,0,1
6,3.54,1,0,0,1,0,1
4,3.06,1,1,0,1,0,1
2,3.48,1,1,0,0,0,1
5,3.75,1,0,0,0,0,1
7,3.38,1,0,1,0,0,1
5,3.83,0,0,1,1,0,0
6,3.9,0,0,0,1,0,0
6,3.33,1,1,0,1,0,0
8,3.98,1,1,0,1,0,0
3,3.63,1,1,0,1,0,0
1,3.48,1,1,1,1,0,0
7,3.72,0,1,0,1,0,0
2,3.48,0,0,0,1,0,0
2,3.1,1,1,0,1,0,0
3,3.26,0,1,1,1,0,0
1,3.86,1,0,0,1,0,0
4,3.32,1,1,1,1,0,0
7,3.68,0,0,0,1,0,0
1,3.3,0,0,0,1,0,0
5,3.45,0,0,1,1,0,0
7,3.79,0,0,0,1,0,0
3,3.05,1,0,0,1,0,0
1,3.09,1,0,0,1,0,0
1,3.02,0,0,0,1,0,1
7,3.75,1,0,0,0,0,1
2,3.54,1,1,0,1,0,1
3,3.19,1,1,0,1,0,1
7,3.76,1,0,1,1,0,1
1,3.48,1,0,0,1,0,1
7,3.36,0,1,0,1,0,1
6,3.87,1,1,1,0,0,1
3,3.29,0,1,0,0,0,1
8,3.41,1,0,0,1,0,1
2,3.17,0,0,0,0,0,1
1,3.2,0,0,1,0,0,1
2,3.61,1,1,0,0,0,1
