rating,gpa,white,female,tech_skills,unpaid_intshp,top_intshp,second_intshp
1,3.25,1,1,1,1,0,1
6,3.68,1,1,0,1,0,1
6,3.8,1,1,0,0,0,1
4,3.34,1,0,0,1,0,1
5,3.17,0,1,1,1,0,1
7,3.45,1,1,0,1,0,1
6,3.08,1,0,0,1,0,1
1,3.78,0,0,0,0,0,1
5,3.38,0,1,1,0,0,1
6,3.72,1,1,0,1,0,1
1,3.52,1,0,1,0,0,1
3,3.08,0,1,1,0,0,1
6,3.99,1,1,0,0,0,1
6,3.36,1,0,1,1,0,1
5,3.43,1,1,0,1,0,1
7,3.99,1,1,0,1,0,1
5,3.26,0,0,1,1,1,0
8,3.44,1,0,0,1,1,0
10,3.85,0,0,0,1,1,0
6,3.8,1,1,0,1,1,0
10,3.84,1,1,1,1,1,0
6,3.13,1,1,1,1,1,0
8,3.55,1,1,1,1,1,0
1,3.2,1,1,0,1,1,0
9,3.5,1,0,1,1,1,0
8,3.43,1,0,0,1,1,0
4,3.98,1,1,0,1,1,0
5,3.61,1,0,0,1,1,0
7,3.78,0,1,0,1,1,0
7,3.94,1,0,0,1,1,0
10,3.92,1,1,0,1,1,0
8,3.06,0,1,0,1,1,0
7,3.44,1,0,0,1,1,0
2,3.32,1,0,1,1,1,0
8,3.83,1,0,0,1,1,0
5,3.69,0,0,0,1,1,0
8,3.9,0,1,1,0,1,1
5,3.26,1,0,0,1,1,1
9,3.35,1,0,0,1,1,1
9,3.25,0,1,1,1,1,1
6,3.35,0,0,1,1,1,1
6,3.42,1,1,1,1,1,1
3,3.31,1,0,0,0,1,1
7,3.66,0,1,0,0,1,1
7,3.34,0,1,0,0,1,1
3,3.61,1,0,0,0,1,1
7,3.92,0,1,1,0,1,1
7,3.06,1,1,0,0,1,1
10,3.81,1,1,1,1,1,1
6,3.72,0,0,1,1,1,1
9,3.18,1,0,0,1,1,1
9,3.27,1,1,0,1,1,1
5,3.86,1,1,0,0,1,1
7,3.96,1,1,0,0,1,1
4,3.21,1,1,0,1,1,1
4,3.13,1,1,0,1,1,1
4,3.33,0,1,0,1,1,1
4,3.8,1,0,1,1,1,0
5,3.76,1,0,0,1,1,0
3,3.37,1,1,0,1,1,0
5,3.17,1,1,0,1,1,0
8,3.68,0,0,0,1,1,0
7,3.61,1,0,0,1,1,0
6,3.85,0,1,1,1,1,0
8,3.4,0,1,0,1,1,0
8,3.51,1,1,0,1,1,0
9,3.21,1,0,0,1,1,0
7,3.77,1,0,1,1,1,0
9,3.19,1,0,0,1,1,0
1,3.01,1,0,0,1,1,0
6,3.59,0,1,0,1,1,0
4,3.24,1,0,0,1,1,0
9,3.6,1,0,0,1,1,1
6,3.02,1,1,0,0,1,1
5,4,1,0,0,1,1,1
8,3.86,1,1,0,1,1,1
9,3.68,1,1,1,1,1,1
5,3.01,1,0,0,0,1,1
7,3.87,1,0,0,1,1,1
5,3.03,0,0,1,1,1,1
6,3.7,1,0,1,1,1,1
5,3.08,0,0,0,1,1,1
6,3.52,1,0,1,1,1,1
7,3.37,1,1,1,0,1,1
1,3.06,1,1,0,0,1,1
6,3.4,0,1,0,0,1,1
4,3.64,1,0,0,0,1,1
8,3.39,0,0,1,1,1,1
7,3.75,1,1,0,1,1,1
4,3.27,0,0,0,0,1,1
9,3.39,0,1,0,1,1,1
9,3.72,0,0,0,1,1,1
7,3.48,1,0,0,0,1,1
8,3.28,1,0,0,1,1,1
7,3.65,0,0,0,1,1,1
4,3.04,0,0,0,1,1,1
1,3.15,1,0,1,0,1,1
10,3.61,0,1,0,1,1,1
5,3.4,1,1,0,0,1,1
3,3.14,0,0,0,1,1,0
5,3.81,0,1,0,1,1,0
4,3.45,1,1,0,1,1,0
7,3.53,1,1,0,1,1,0
8,3.53,1,1,0,1,1,0
7,3.65,0,0,0,1,1,1
4,3.53,1,0,1,1,1,1
3,3.42,1,0,0,1,1,1
2,3.82,0,1,0,1,1,1
4,3.94,1,1,0,0,1,1
6,3.17,1,1,0,0,1,1
1,3.38,0,1,0,0,1,1
1,3.09,0,0,0,1,1,1
5,3.78,0,1,0,0,1,1
10,3.34,1,0,1,0,1,1
2,3.23,1,1,0,1,0,0
5,3.25,1,1,0,1,0,0
7,3.77,1,0,0,1,0,0
1,3.83,1,0,0,1,0,0
1,3.47,0,0,0,1,0,0
2,3.23,0,1,0,1,0,0
1,3.65,1,0,1,1,0,0
4,3.82,1,1,0,1,0,0
6,3.52,0,0,0,1,0,1
1,3.3,0,1,0,1,0,1
3,3.67,1,0,1,1,0,1
2,3.13,1,0,0,1,0,1
10,3.99,0,0,0,1,0,1
3,3.25,1,1,0,0,0,1
2,3.71,0,0,0,0,0,1
5,3.75,0,0,0,0,0,1
3,3.68,1,1,0,0,0,1
2,3.42,0,1,0,0,0,1
2,3.25,1,1,0,0,0,1
7,3.2,1,1,1,1,0,1
8,3.28,0,0,0,1,1,0
7,3.24,1,0,0,1,1,0
7,3.75,1,0,1,1,1,0
4,3.68,0,1,0,1,1,0
4,3.13,1,0,0,1,1,0
1,3.48,1,1,0,1,1,0
10,3.52,1,1,1,1,1,0
3,3.19,1,0,0,1,1,1
7,3.44,1,0,0,1,1,1
10,3.26,1,0,0,0,1,1
8,3.87,1,0,0,1,1,1
3,3.37,0,1,0,1,1,1
10,3.96,1,0,0,0,1,1
1,3.45,1,1,1,0,1,1
3,3.06,0,1,0,0,1,1
8,3.32,1,0,0,0,1,1
5,3.13,1,1,1,0,1,1
8,3.69,1,0,0,0,1,1
4,3.17,1,0,1,0,1,1
1,3.64,0,1,1,1,0,0
5,3.07,1,1,1,1,0,0
7,3.34,0,1,0,1,0,0
7,3.95,1,1,0,1,0,0
3,3.48,1,0,0,1,0,0
5,3.7,1,0,1,1,0,0
10,3.71,1,0,0,1,0,1
3,3.87,0,0,0,1,0,1
1,3.44,1,0,0,1,0,1
3,3.01,1,1,1,1,0,1
4,3.07,1,1,0,1,0,1
6,3.53,1,0,1,0,0,1
10,3.62,1,1,0,0,0,1
1,3.33,0,0,0,0,0,1
7,3.29,1,0,0,0,0,1
1,3.71,0,1,1,1,0,1
8,3.45,1,1,0,0,0,1
5,3.79,1,1,0,0,0,1
8,3.6,1,0,0,1,0,1
8,3.52,0,1,0,1,1,0
8,3.96,1,1,0,1,1,0
7,3.41,1,0,0,1,1,0
6,3.64,0,1,0,1,1,0
8,3.56,0,0,1,1,1,0
7,3.32,1,1,0,1,1,0
6,3.62,1,0,1,1,1,0
6,3.73,1,0,0,1,1,0
8,3.04,1,0,0,1,1,0
7,3.84,1,1,0,1,1,0
4,3.1,0,1,0,1,1,0
5,3.42,1,1,0,1,1,0
4,3.83,1,1,0,1,1,0
3,3.97,0,1,1,1,1,0
7,3.14,1,0,0,1,1,0
2,3.01,1,0,0,1,1,1
8,3.4,1,0,1,0,1,1
5,3.58,1,1,0,0,1,1
3,3.74,1,1,0,1,1,1
4,3.62,0,0,0,0,1,1
3,3.41,1,1,0,0,1,1
1,3.99,1,0,0,0,1,1
2,3.08,0,1,0,1,1,1
10,3.03,0,0,0,1,1,1
10,3.58,1,0,0,1,1,1
8,3.32,1,0,0,1,1,1
9,3.91,1,1,0,1,1,1
2,3.23,1,1,1,1,1,1
1,3.29,0,0,0,0,1,1
9,3.32,1,1,1,0,1,1
9,3.05,1,0,0,0,1,1
7,3.12,0,1,0,0,1,1
6,3.26,1,1,1,0,1,1
7,3.82,1,1,0,0,1,1
10,3.94,1,1,1,0,1,1
10,3.95,1,0,0,0,1,1
8,3.47,1,1,0,0,1,1
1,3.26,0,0,0,1,1,1
8,3.16,0,1,0,1,1,1
8,3.92,1,0,1,1,1,1
2,3.23,0,1,0,0,1,1
3,3.01,1,1,1,0,1,1
6,3.91,1,0,0,0,1,1
10,3.36,1,0,0,0,1,1
8,3.09,0,1,1,1,1,1
8,3.76,0,1,0,1,1,0
9,3.26,0,0,0,1,1,0
8,3.81,1,0,0,1,1,0
9,3.97,1,1,1,1,1,0
7,3.93,1,0,1,1,1,0
9,3.33,1,0,0,1,1,0
7,3.11,1,0,0,1,1,0
6,3.46,1,1,1,1,1,0
5,3.69,1,1,0,1,1,0
6,3.11,0,1,1,1,1,0
6,3.37,1,1,1,1,1,0
9,3.91,1,0,0,1,1,0
4,3.22,1,0,0,1,1,0
9,3.64,1,1,1,1,1,0
8,3.5,0,0,0,1,1,0
6,3.49,0,0,1,1,1,0
4,3.12,1,0,0,1,1,0
5,3.96,1,0,0,1,1,1
1,3.37,1,1,0,0,1,1
3,3.81,1,0,0,0,1,1
7,3.37,1,0,1,0,1,1
6,3.16,1,0,0,0,1,1
6,3.62,1,0,0,0,1,1
5,3.1,1,0,0,0,1,1
1,3.76,1,0,0,1,1,1
6,3.69,1,1,0,1,1,1
7,3.54,1,0,0,1,1,1
6,3.52,0,1,0,1,1,1
2,3.56,1,0,0,0,1,1
8,3.99,0,0,0,0,1,1
9,3.88,0,0,1,1,1,1
2,3.74,1,0,0,1,1,1
7,3.42,1,1,0,1,1,1
10,3.99,0,0,0,1,1,1
6,3.45,0,0,0,0,1,1
4,3.2,1,0,0,1,1,1
7,3.78,1,1,1,1,1,1
3,3.61,0,0,0,0,1,1
7,3.58,0,1,0,1,1,1
7,3.08,0,1,0,1,1,1
7,3.36,1,0,0,0,1,1
7,3.3,1,0,0,0,1,1
3,3.73,1,1,1,1,1,0
2,3.5,1,1,0,1,1,0
7,3.39,1,0,0,1,1,0
7,3.73,1,0,0,1,1,0
7,3.7,1,0,1,1,1,0
7,3.64,1,0,0,1,1,0
7,3.35,0,0,1,1,1,0
1,3.31,1,1,0,1,1,0
8,3.45,1,1,1,1,1,0
3,3.02,1,0,0,1,1,0
5,3.48,0,0,0,1,1,0
6,3.83,1,1,0,1,1,0
1,3.75,0,0,0,1,1,1
7,3.42,1,0,1,1,1,1
7,3.41,1,1,0,0,1,1
7,3.8,1,1,0,0,1,1
9,3.7,1,1,1,1,1,1
4,3.66,0,0,0,1,1,1
9,3.52,0,1,0,1,1,1
1,3.36,1,1,1,1,1,1
7,3.25,1,1,1,0,1,1
4,3.61,1,0,1,1,1,1
4,3.55,1,0,0,1,1,1
3,3.37,0,0,0,1,1,1
9,3.91,1,0,0,1,1,1
6,3.32,1,0,1,1,1,1
6,3.34,1,0,0,0,1,1
3,3.21,0,0,0,0,1,1
6,3.12,0,1,0,0,1,1
7,3.57,1,1,0,1,1,1
1,3.72,0,0,0,0,1,1
2,3.53,0,1,0,0,1,1
7,3.83,1,0,0,1,1,1
3,3.39,1,0,0,1,1,1
10,3.21,1,0,0,1,1,1
8,3.74,1,1,0,0,1,1
7,3.86,0,1,0,1,1,1
10,3.04,0,1,0,1,1,1
8,3.12,0,0,0,1,1,1
1,3.31,1,0,0,1,1,0
10,3.74,1,1,0,1,1,0
3,3.79,1,1,0,1,1,0
2,3.13,1,0,1,1,1,0
3,3.11,1,1,1,1,1,0
5,3.73,1,1,0,1,1,0
3,3.98,1,1,0,1,1,0
2,3.58,0,0,1,1,1,0
1,3.13,1,1,0,0,1,1
8,3.59,1,0,0,1,1,1
6,3.85,0,0,0,1,1,1
7,3.63,1,1,0,1,1,1
2,3.63,1,0,0,0,1,1
4,4,0,0,0,1,1,1
7,3.69,1,1,0,0,1,1
7,3.35,1,0,0,0,1,1
6,3.32,1,1,0,0,1,1
4,3.93,1,1,1,1,0,0
7,3.69,1,1,0,1,0,0
2,3.39,1,0,0,1,0,0
1,3.15,0,0,0,1,0,0
7,3.81,1,1,0,1,0,0
4,3.4,0,1,0,1,0,0
1,3.07,0,0,0,1,0,0
5,3.91,1,1,0,1,0,0
3,3.65,1,1,0,1,0,0
5,3.33,1,1,0,1,0,0
1,3.33,1,0,0,1,0,0
1,3.47,1,0,0,1,0,0
5,3.58,0,1,0,1,0,1
4,3.59,0,1,0,0,0,1
1,3.24,1,0,0,1,0,1
9,3.6,0,1,0,1,0,1
4,3.93,0,1,0,1,0,1
2,3.14,1,1,0,0,0,1
1,3.13,1,1,0,0,0,1
5,3.49,1,1,1,0,0,1
2,3.97,1,1,0,0,0,1
7,3.95,1,1,0,1,0,1
5,3.2,1,1,0,0,0,1
1,3.25,1,0,0,0,0,1
2,3.36,1,0,1,0,0,1
9,3.95,0,0,1,0,0,1
1,3.68,1,0,0,0,0,1
4,3.95,0,0,0,1,0,1
5,3.19,1,0,0,0,0,1
7,3.6,1,1,0,0,0,1
1,3.67,0,1,0,0,0,1
6,3.77,0,1,0,1,0,1
6,3.44,1,0,0,1,0,1
9,3.28,0,1,0,0,0,1
1,3.08,1,1,1,0,0,1
7,3.58,1,1,0,1,0,1
9,3.9,0,0,0,1,0,1
3,3.9,1,0,1,1,0,1
4,3.18,0,1,0,0,0,1
5,3.61,1,0,0,1,0,0
3,3.32,1,0,0,1,0,0
8,3.93,0,1,0,1,0,0
1,3.65,1,1,0,1,0,1
1,3.34,1,1,0,1,0,1
1,3.79,0,1,0,1,0,1
6,3.98,0,0,0,1,0,1
4,3.04,0,0,0,1,0,1
7,3.29,1,1,0,0,0,1
2,3.1,1,0,0,0,0,1
7,3.67,0,0,0,0,0,1
5,3.43,1,1,0,0,0,1
9,3.2,0,0,0,0,0,1
2,3.3,1,1,0,0,0,1
4,3.12,0,1,0,1,0,1
5,3.58,1,0,0,0,0,1
1,3.3,1,1,0,1,0,0
2,3.64,1,0,0,1,0,0
4,3.16,1,1,1,1,0,0
1,3.16,0,0,0,1,0,0
3,3.35,1,0,0,1,0,0
5,3.62,1,0,0,1,0,0
1,3.06,0,1,0,1,0,1
4,3.57,1,0,1,1,0,1
1,3.96,1,0,0,1,0,1
2,3.25,0,0,0,1,0,1
1,3.55,0,1,0,1,0,1
1,3.46,0,0,0,0,0,1
6,3.15,1,0,0,0,0,1
6,3.32,1,1,1,0,0,1
7,3.73,1,0,1,1,0,1
4,3.35,0,1,0,1,0,1
3,3.87,1,0,0,1,0,0
2,3.87,1,0,0,1,0,0
1,3.26,1,1,0,1,0,0
5,3.76,0,0,0,1,0,0
3,3.23,0,0,0,1,0,0
7,3.95,1,1,1,1,0,0
8,3.66,1,1,1,1,0,0
5,3.7,1,0,1,1,0,0
5,3.46,1,1,0,1,0,0
1,3.78,1,0,0,1,0,0
3,3.34,1,1,0,1,0,1
2,3.18,1,1,1,0,0,1
5,3.39,0,0,1,0,0,1
10,3.75,0,1,1,1,0,1
3,3.63,0,0,0,1,0,1
6,3.46,0,1,1,1,0,1
5,3.91,1,1,0,1,0,1
1,3.6,0,0,0,1,0,1
3,3.32,1,1,0,1,0,1
2,3.01,0,0,0,1,0,1
7,3.57,0,1,1,1,0,1
5,3.29,1,0,1,0,0,1
3,3.13,1,1,0,1,0,1
7,3.61,1,1,0,1,0,1
5,3.15,1,0,0,1,0,1
1,3.09,1,1,0,1,0,1
7,3.97,1,1,0,0,0,1
1,3.54,0,1,0,0,0,1
8,3.97,1,1,0,0,0,1
5,3.85,0,0,0,0,0,1
4,3.05,0,0,0,0,0,1
7,3.83,0,1,0,1,0,1
5,3.62,1,1,0,1,0,1
3,3.19,1,1,0,0,0,1
6,3.13,0,1,0,1,0,1
1,3.1,1,0,0,1,0,1
1,3.13,1,0,0,1,0,1
2,3.01,1,1,0,0,0,1
3,3.76,1,0,0,0,0,1
1,3.75,1,0,0,0,0,1
9,3.84,1,0,0,1,0,1
5,3.58,1,1,0,1,0,1
5,3.68,1,1,0,1,0,1
5,3.91,0,1,0,1,0,1
7,3.95,1,1,0,1,0,1
3,3.26,1,1,0,1,1,0
3,3.01,1,0,0,1,1,0
6,3.47,0,1,0,1,1,0
7,3.52,1,1,0,1,1,0
1,3.53,0,1,1,1,1,0
4,3.2,0,1,0,1,1,0
3,3.38,1,1,0,1,1,0
5,3.32,1,1,0,1,1,0
8,3.08,1,1,0,1,1,0
5,3.87,1,1,0,1,1,0
4,3.67,1,1,0,1,1,1
7,3.73,0,1,0,1,1,1
8,3.29,1,0,0,1,1,1
5,3.04,0,0,0,1,1,1
4,3.43,1,0,0,1,1,1
6,3.93,1,0,0,0,1,1
6,3.24,1,1,0,0,1,1
10,3.88,0,1,0,0,1,1
5,3.62,1,1,1,0,1,1
2,3.38,0,0,0,1,0,0
8,3.11,1,0,0,1,0,0
1,3.56,0,0,0,1,0,0
7,3.17,1,0,0,1,0,0
1,3.67,0,0,1,1,0,0
1,3.12,0,0,0,1,0,0
1,3.81,1,1,0,1,0,0
2,3.4,1,1,1,1,0,0
9,3.65,1,1,0,1,0,1
4,3.04,1,1,0,1,0,1
6,3.51,1,0,0,1,0,1
6,3.96,0,1,0,1,0,1
7,3.66,1,1,1,1,0,1
6,3.06,1,0,0,0,0,1
7,3.3,1,0,0,0,0,1
4,3.54,0,1,0,0,0,1
1,3.15,1,0,0,1,0,1
2,3.82,1,0,0,0,0,1
5,3.03,1,0,0,0,0,1
2,3.47,1,0,0,1,0,0
1,3.36,0,0,1,1,0,0
1,3.33,1,1,1,1,0,0
4,3.33,1,0,0,1,0,0
2,3.81,1,1,0,1,0,0
4,4,1,0,1,1,0,0
4,3.52,0,1,0,1,0,0
2,3.17,1,0,0,1,0,0
6,3.65,0,0,0,1,0,0
4,3.66,1,1,0,1,0,0
1,3.57,1,0,1,1,0,0
4,3.65,0,1,0,1,0,0
3,3.63,0,1,0,1,0,1
1,3.89,0,1,0,0,0,1
4,3.5,1,1,1,0,0,1
5,3.38,1,1,1,1,0,1
4,3.54,0,1,1,1,0,1
5,3.15,0,1,0,1,0,1
4,3.89,1,0,0,1,0,1
2,3.58,1,1,0,0,0,1
5,3.76,0,0,1,1,0,1
6,3.19,1,1,1,1,0,1
8,3.75,1,0,0,1,0,1
8,3.24,1,0,0,1,0,1
3,3.01,1,0,0,1,0,1
6,3.48,1,1,0,1,0,1
3,3.94,1,1,1,0,0,1
1,3.77,1,1,0,0,0,1
1,3.27,1,0,1,0,0,1
5,3.73,1,1,1,0,0,1
3,3.43,1,1,0,0,0,1
4,3.88,0,1,0,0,0,1
5,3.73,0,1,0,0,0,1
5,3.12,0,0,0,0,0,1
7,3.36,0,1,0,1,0,1
2,3.45,1,0,0,1,0,1
3,3.76,0,1,0,0,0,1
8,3.61,0,1,0,1,0,1
7,3.39,0,0,0,1,0,1
1,3.36,0,0,0,1,0,0
6,3.84,1,0,0,1,0,0
5,3.69,0,0,0,1,0,0
9,3.71,1,1,0,1,0,0
8,3.56,0,0,0,1,0,0
6,3.95,1,0,0,1,0,0
8,3.53,0,1,0,1,0,0
4,3.92,1,0,0,1,0,0
9,3.82,1,0,1,1,0,0
3,3.57,0,1,0,1,0,0
4,3.19,1,1,0,1,0,0
6,3.27,1,0,0,1,0,0
3,3.2,1,0,0,1,0,0
6,3.61,1,0,0,1,0,0
6,3.21,1,0,0,1,0,0
3,3.81,1,0,0,1,0,1
1,3.28,1,0,0,0,0,1
7,3.27,0,1,0,1,0,1
9,3.63,0,0,0,1,0,1
7,3.44,0,1,0,0,0,1
7,3.71,1,0,0,0,0,1
10,3.64,0,1,0,0,0,1
8,3.36,1,1,0,0,0,1
9,3.64,1,1,0,0,0,1
3,3.79,1,1,0,0,0,1
2,3.91,1,0,0,1,0,1
3,3.09,0,0,1,1,0,1
1,3.39,1,0,1,1,0,1
8,3.63,1,1,0,0,0,1
3,3.06,1,1,0,0,0,1
10,3.69,1,0,0,1,0,1
10,3.67,1,1,0,1,0,1
6,3.43,0,0,1,1,0,1
10,3.91,0,0,1,0,0,1
6,3.71,1,1,0,0,0,1
7,3.67,0,1,0,1,0,1
9,3.35,0,1,0,1,0,1
5,3.64,1,1,0,1,0,1
6,3.78,1,1,1,0,0,1
5,3.37,1,0,0,0,0,1
4,3.05,1,1,1,0,0,1
6,3.46,0,1,0,1,0,0
5,3.9,0,0,0,1,0,0
4,3.01,1,1,1,1,0,0
3,3.03,1,1,0,1,0,0
8,3.33,1,1,1,1,0,0
6,3.55,1,1,0,1,0,0
5,3.73,1,0,0,1,0,0
7,3.34,1,1,0,1,0,0
4,3.45,1,1,0,1,0,1
6,3.63,1,1,0,1,0,1
10,3.83,1,1,0,1,0,1
7,3.19,1,1,0,1,0,1
3,3.42,1,1,0,1,0,1
10,3.82,1,0,0,1,0,1
1,3.9,1,1,0,1,0,1
4,3.73,0,0,0,0,0,1
6,3.08,0,1,0,1,0,1
1,3.18,1,1,0,1,0,1
4,3.21,1,1,0,1,0,0
5,3.75,1,0,0,1,0,0
8,3.04,0,0,0,1,0,0
2,3.1,0,0,0,1,0,0
7,3.9,1,1,0,1,0,0
5,3.08,0,1,1,1,0,0
2,3.55,1,1,1,1,0,0
1,3.24,1,1,0,1,0,1
2,3.25,1,1,0,1,0,1
5,3.78,0,1,0,0,0,1
3,3.35,1,1,0,1,0,1
1,3.7,1,1,0,1,0,1
3,3.09,1,1,1,1,0,1
5,3.77,0,0,0,1,0,1
4,3.49,1,1,0,0,0,1
5,3.39,1,0,0,0,0,1
7,3.53,1,0,0,0,0,1
3,3.83,0,0,0,0,0,1
1,3.55,1,1,0,0,0,1
3,3.92,1,0,0,1,0,1
5,3.68,1,1,0,1,0,0
1,3.39,1,1,0,1,0,0
6,3.36,1,1,0,1,0,0
3,3.92,0,1,0,1,0,0
3,3.01,0,1,0,1,0,0
4,3.93,1,1,0,1,0,0
2,3.07,1,1,1,1,0,0
1,3.13,0,0,0,1,0,1
6,3.39,1,0,0,1,0,1
2,3.01,1,0,0,0,0,1
3,3.01,1,0,0,1,0,1
8,3.93,1,1,0,1,0,1
4,3.26,0,0,0,0,0,1
5,3.46,1,1,1,0,0,1
9,3.69,1,1,0,0,0,1
7,3.42,1,0,1,0,0,1
2,3.05,1,1,0,0,0,1
9,3.86,0,0,0,0,0,1
1,3.9,1,0,1,1,0,1
6,3.29,0,1,1,1,0,0
1,3.16,0,1,0,1,0,0
1,3.29,1,0,0,1,0,0
2,3.22,1,0,0,1,0,0
7,3.68,1,1,0,1,0,0
3,3.97,0,1,1,1,0,1
9,3.71,0,1,0,0,0,1
2,3.92,0,1,0,0,0,1
8,3.94,1,1,0,0,0,1
6,3.88,0,1,0,0,0,1
2,3.2,0,1,1,0,0,1
1,3.2,1,1,0,0,0,1
4,3.74,0,0,0,0,0,1
5,3.54,0,0,0,0,0,1
6,3.95,1,1,1,0,0,1
1,3.83,0,0,0,1,0,1
4,3.74,1,1,1,1,0,1
4,3.31,1,0,1,1,0,0
3,3.1,1,0,1,1,0,0
3,3.47,0,1,0,1,0,0
1,3.65,1,1,1,1,0,0
1,3.32,0,1,0,1,0,0
1,3.18,0,1,0,1,0,0
1,3.99,0,0,0,1,0,0
1,3.42,1,0,0,0,0,1
9,3.64,0,0,0,1,0,1
3,3.93,1,0,0,1,0,1
9,3.59,1,0,0,0,0,1
1,3.17,1,1,0,1,0,1
1,3.59,0,0,0,0,0,1
4,3.78,0,0,0,1,0,1
2,3.53,1,1,0,0,0,1
6,3.74,1,1,1,0,0,1
8,3.53,1,0,1,1,0,0
10,3.59,1,0,0,1,0,0
4,3.03,1,0,0,1,0,0
1,3.98,1,0,0,1,0,0
1,3.4,0,1,0,1,0,0
4,3.81,1,0,0,1,0,0
8,3.59,1,1,0,1,0,0
6,3.96,0,0,1,1,0,0
9,3.94,1,1,0,1,0,0
3,3.31,1,1,0,1,0,0
6,3.69,0,1,1,1,0,0
8,3.42,1,1,1,1,0,0
3,3.61,0,1,0,1,0,0
5,3.33,1,0,1,1,0,0
5,3.74,0,1,0,1,0,0
2,3.32,1,1,0,1,0,0
2,3.71,0,1,0,1,0,0
1,3.19,1,1,0,1,0,0
6,3.26,1,1,0,1,0,0
1,3.23,1,1,0,1,0,0
4,3.6,1,0,1,1,0,0
2,3.6,1,0,0,1,0,0
3,3.04,1,1,0,0,0,1
1,3.09,0,1,0,0,0,1
6,3.26,1,0,0,1,0,1
5,3.46,1,0,0,1,0,1
1,3.6,0,0,0,0,0,1
3,3.55,0,1,0,0,0,1
9,3.94,1,1,0,1,0,1
3,3.28,0,0,0,1,0,1
8,3.6,0,0,0,1,0,1
4,3.44,1,0,1,0,0,1
3,3.09,1,1,1,0,0,1
3,3.08,1,1,0,0,0,1
7,3.49,1,1,0,0,0,1
7,3.28,1,1,1,0,0,1
4,3.97,1,1,0,0,0,1
6,3.77,1,1,0,0,0,1
4,3.78,1,1,0,0,0,1
8,3.22,1,1,0,0,0,1
7,3.18,0,1,0,1,0,1
1,3.82,1,0,0,1,0,0
8,3.52,1,1,0,1,0,0
6,3.62,1,0,0,1,0,0
4,3.49,0,1,0,1,0,0
4,3.43,0,0,0,1,0,0
2,3.73,0,1,0,1,0,0
1,3.75,1,1,0,1,0,0
1,3.75,1,0,0,1,0,0
5,3.21,0,0,0,1,0,1
1,3.14,1,0,0,0,0,1
3,3.23,0,1,1,1,0,1
2,3.19,1,0,0,1,0,1
5,3.48,0,1,0,0,0,1
1,3.43,1,1,0,0,0,1
9,3.73,1,0,1,1,0,1
4,3.84,1,0,0,1,0,1
2,3.64,1,1,1,1,0,1
5,3.46,0,1,0,0,0,1
5,3.73,1,1,1,1,0,0
8,3.94,1,0,0,1,0,0
2,3.34,1,1,0,1,0,0
9,3.88,0,0,1,1,0,0
6,3.24,1,1,0,1,0,0
3,3.53,1,1,1,1,0,0
6,3.39,1,1,1,1,0,0
3,3.38,1,0,0,1,0,0
5,3.43,0,0,1,1,0,0
5,3.48,0,0,1,1,0,0
6,3.29,1,0,1,1,0,0
7,3.42,0,1,0,1,0,0
6,3.89,1,0,0,1,0,0
8,3.41,0,0,0,1,0,0
3,3.93,1,1,0,1,0,0
8,3.66,0,0,1,1,0,0
5,3.07,1,1,0,1,0,0
5,3.96,0,0,0,1,0,0
8,3.88,0,1,0,0,0,1
3,3.04,0,0,0,1,0,1
8,3.12,1,0,0,1,0,1
6,3.99,0,0,0,1,0,1
1,3.46,0,1,0,0,0,1
3,3.48,1,1,0,0,0,1
6,3.5,0,0,0,1,0,1
8,3.35,1,1,0,1,0,1
1,3.41,0,0,0,0,0,1
6,3.46,0,0,0,0,0,1
1,3.55,1,1,0,0,0,1
3,3.29,1,0,0,0,0,1
3,3.37,0,1,0,1,0,1
6,3.43,1,0,0,1,0,1
6,3.39,1,0,1,1,0,1
3,3.69,1,1,1,1,0,1
5,3.71,1,0,0,1,0,1
3,3.97,1,1,0,0,0,1
1,3.22,1,1,1,0,0,1
2,3.65,1,1,0,1,0,1
1,3.83,1,0,0,1,0,1
7,3.87,1,0,0,1,0,1
10,3.88,1,0,0,1,0,1
5,3.31,1,0,0,1,0,1
5,3.72,0,1,1,0,0,1
3,3.31,0,0,1,0,0,1
2,3.35,0,0,0,1,0,0
1,3.36,0,0,1,1,0,0
1,3.39,0,1,1,1,0,0
4,3.61,0,1,0,1,0,0
2,3.87,1,0,1,1,0,0
6,3.07,0,1,0,1,0,0
6,3.37,1,0,0,1,0,0
2,3.47,1,1,0,1,0,0
4,3.44,0,1,0,1,0,0
4,3.61,0,0,0,1,0,0
5,3.47,1,0,1,1,0,0
6,3.5,1,1,1,1,0,0
1,3.72,0,0,0,1,0,0
9,3.92,1,0,0,1,0,0
3,3.03,1,0,0,0,0,1
3,3.98,1,1,0,1,0,1
7,3.89,0,1,0,0,0,1
4,3.45,0,1,0,0,0,1
1,3.04,1,0,1,0,0,1
4,3.82,1,0,0,0,0,1
6,3.15,0,0,0,0,0,1
4,3.61,1,1,0,0,0,1
3,3.17,1,0,0,1,0,1
5,3.77,0,1,0,0,0,1
1,3.36,1,0,0,1,0,1
2,3.18,1,0,1,1,0,1
3,3.61,1,0,1,0,0,1
1,3.3,1,1,1,0,0,1
1,3.64,1,0,1,0,0,1
1,3.22,1,1,0,1,0,1
3,3.9,1,0,0,1,0,1
10,3.7,0,0,0,1,0,1
9,3.51,1,0,1,0,0,1
3,3.62,1,0,0,0,0,1
