"country","year","rd"
"Romania",2013,0.390240013599396
"Romania",2014,0.382079988718033
"Romania",2015,0.487960010766983
"Romania",2016,0.488640010356903
"Romania",2017,0.506929993629456
"Romania",2018,0.49728998541832
"Romania",2019,0.476159989833832
"Russian Federation",1996,0.965919971466064
"Russian Federation",1997,1.04374003410339
"Russian Federation",1998,0.953830003738403
"Russian Federation",1999,0.996230006217957
"Russian Federation",2000,1.04982995986938
"Russian Federation",2001,1.17693996429443
"Russian Federation",2002,1.24652004241943
"Russian Federation",2003,1.28603005409241
"Russian Federation",2004,1.15132999420166
"Russian Federation",2005,1.06797003746033
"Russian Federation",2006,1.07293999195099
"Russian Federation",2007,1.11610996723175
"Russian Federation",2008,1.04435002803802
"Russian Federation",2009,1.2519199848175
"Russian Federation",2010,1.13020002841949
"Russian Federation",2011,1.01545000076294
"Russian Federation",2012,1.02766001224518
"Russian Federation",2013,1.02732002735138
"Russian Federation",2014,1.07240998744965
"Russian Federation",2015,1.10084998607635
"Russian Federation",2016,1.10238003730774
"Russian Federation",2017,1.10967004299164
"Russian Federation",2018,0.990019977092743
"Russian Federation",2019,1.03531002998352
"Rwanda",2016,0.649779975414276
"Rwanda",2019,0.758019983768463
"Saudi Arabia",2003,0.06233000010252
"Saudi Arabia",2004,0.0531499981880188
"Saudi Arabia",2005,0.0423000007867813
"Saudi Arabia",2006,0.0424499996006489
"Saudi Arabia",2007,0.0452100001275539
"Saudi Arabia",2008,0.0490199998021126
"Saudi Arabia",2009,0.0733800008893013
"Saudi Arabia",2010,0.88400000333786
"Saudi Arabia",2011,0.897840023040771
"Saudi Arabia",2012,0.876839995384216
"Saudi Arabia",2013,0.815159976482391
"Senegal",2008,0.293740004301071
"Senegal",2010,0.434300005435944
"Senegal",2015,0.577199995517731
"Serbia",1997,0.709150016307831
"Serbia",1998,0.753009974956512
"Serbia",1999,0.946820020675659
"Serbia",2000,0.854240000247955
"Serbia",2001,0.304010003805161
"Serbia",2002,0.639680027961731
"Serbia",2003,0.491380006074905
"Serbia",2004,0.289530009031296
"Serbia",2005,0.395300000905991
"Serbia",2006,0.439850002527237
"Serbia",2007,0.578769981861115
"Serbia",2008,0.669659972190857
"Serbia",2009,0.817300021648407
"Serbia",2010,0.702279984951019
"Serbia",2011,0.683340013027191
"Serbia",2012,0.85316002368927
"Serbia",2013,0.683669984340668
"Serbia",2014,0.723089993000031
"Serbia",2015,0.810899972915649
"Serbia",2016,0.838220000267029
"Serbia",2017,0.872380018234253
"Serbia",2018,0.918910026550293
"Serbia",2019,0.886669993400574
"Seychelles",2001,0.425249993801117
"Seychelles",2002,0.407070010900497
"Seychelles",2003,0.411830008029938
"Seychelles",2004,0.346579998731613
"Seychelles",2005,0.302089989185333
"Seychelles",2016,0.212300002574921
"Singapore",1996,1.31991004943848
"Singapore",1997,1.41563999652863
"Singapore",1998,1.73706996440887
"Singapore",1999,1.81623995304108
"Singapore",2000,1.81699001789093
"Singapore",2001,2.00929999351501
"Singapore",2002,2.03281998634338
"Singapore",2003,1.99679005146027
"Singapore",2004,2.07858991622925
"Singapore",2005,2.14806008338928
"Singapore",2006,2.1165599822998
"Singapore",2007,2.31985998153687
"Singapore",2008,2.59674000740051
"Singapore",2009,2.12789988517761
"Singapore",2010,1.92918002605438
"Singapore",2011,2.06955003738403
"Singapore",2012,1.91832995414734
"Singapore",2013,1.92104005813599
"Singapore",2014,2.082279920578
"Singapore",2015,2.1744499206543
"Singapore",2016,2.07427000999451
"Singapore",2017,1.89952003955841
"Singapore",2018,1.80902004241943
"Singapore",2019,1.88516998291016
"Slovak Republic",1996,0.889630019664764
"Slovak Republic",1997,1.05107998847961
"Slovak Republic",1998,0.765410006046295
"Slovak Republic",1999,0.644749999046326
"Slovak Republic",2000,0.638059973716736
"Slovak Republic",2001,0.624650001525879
"Slovak Republic",2002,0.563139975070953
"Slovak Republic",2003,0.561460018157959
"Slovak Republic",2004,0.50068998336792
"Slovak Republic",2005,0.493319988250732
"Slovak Republic",2006,0.474880009889603
"Slovak Republic",2007,0.447459995746613
"Slovak Republic",2008,0.46136999130249
"Slovak Republic",2009,0.472719997167587
"Slovak Republic",2010,0.605499982833862
"Slovak Republic",2011,0.652549982070923
"Slovak Republic",2012,0.794610023498535
"Slovak Republic",2013,0.820050001144409
"Slovak Republic",2014,0.876999974250793
"Slovak Republic",2015,1.1572699546814
"Slovak Republic",2016,0.788569986820221
"Slovak Republic",2017,0.884559988975525
"Slovak Republic",2018,0.835550010204315
"Slovak Republic",2019,0.822329998016357
"Slovenia",1996,1.26472997665405
"Slovenia",1997,1.24643003940582
"Slovenia",1998,1.30515003204346
"Slovenia",1999,1.33687996864319
"Slovenia",2000,1.35982000827789
"Slovenia",2001,1.46766996383667
"Slovenia",2002,1.44324994087219
"Slovenia",2003,1.2479100227356
"Slovenia",2004,1.37026000022888
"Slovenia",2005,1.41778004169464
"Slovenia",2006,1.5370500087738
"Slovenia",2007,1.42702996730804
"Slovenia",2008,1.62672996520996
"Slovenia",2009,1.81184005737305
"Slovenia",2010,2.05133008956909
"Slovenia",2011,2.41297006607056
"Slovenia",2012,2.56061005592346
"Slovenia",2013,2.56487011909485
"Slovenia",2014,2.36547994613647
"Slovenia",2015,2.19565010070801
"Slovenia",2016,2.00763988494873
"Slovenia",2017,1.86530005931854
"Slovenia",2018,1.9459400177002
"Slovenia",2019,2.04128003120422
"South Africa",1997,0.526939988136292
"South Africa",2001,0.642239987850189
"South Africa",2003,0.676500022411346
"South Africa",2004,0.726809978485107
"South Africa",2005,0.770240008831024
"South Africa",2006,0.802909970283508
"South Africa",2007,0.79364001750946
"South Africa",2008,0.805670022964478
"South Africa",2009,0.749930024147034
"South Africa",2010,0.662840008735657
"South Africa",2011,0.667530000209808
"South Africa",2012,0.669340014457703
"South Africa",2013,0.663299977779388
"South Africa",2014,0.709869980812073
"South Africa",2015,0.731469988822937
"South Africa",2016,0.749920010566711
"South Africa",2017,0.762570023536682
"South Africa",2018,0.687730014324188
"South Africa",2019,0.614300012588501
"Spain",1996,0.78753000497818
"Spain",1997,0.777809977531433
"Spain",1998,0.848039984703064
"Spain",1999,0.838540017604828
"Spain",2000,0.882759988307953
"Spain",2001,0.888329982757568
"Spain",2002,0.959710001945496
"Spain",2003,1.02373003959656
"Spain",2004,1.04088997840881
"Spain",2005,1.09956002235413
"Spain",2006,1.17701995372772
"Spain",2007,1.24053001403809
"Spain",2008,1.32500004768372
"Spain",2009,1.36363995075226
"Spain",2010,1.35995995998383
"Spain",2011,1.33341002464294
"Spain",2012,1.29876005649567
"Spain",2013,1.27481997013092
"Spain",2014,1.24159002304077
"Spain",2015,1.22178995609283
"Spain",2016,1.18985998630524
"Spain",2017,1.20976996421814
"Spain",2018,1.24151003360748
"Spain",2019,1.25024998188019
"Sri Lanka",1996,0.183559998869896
"Sri Lanka",2000,0.143920004367828
"Sri Lanka",2004,0.182099997997284
"Sri Lanka",2006,0.174199998378754
"Sri Lanka",2008,0.114440001547337
"Sri Lanka",2010,0.132410004734993
"Sri Lanka",2013,0.0973000004887581
"Sri Lanka",2014,0.096050001680851
"Sri Lanka",2015,0.102909997105598
"Sri Lanka",2016,0.120339997112751
"Sri Lanka",2017,0.118179999291897
"Sri Lanka",2018,0.119489997625351
"St. Lucia",1998,0.573949992656708
"St. Lucia",1999,0.273739993572235
"St. Vincent and the Grenadines",2001,0.0400799997150898
"St. Vincent and the Grenadines",2002,0.113899998366833
"Sudan",1999,0.530070006847382
"Sudan",2000,0.472770005464554
"Sudan",2001,0.374830007553101
"Sudan",2002,0.322470009326935
"Sudan",2003,0.280800014734268
"Sudan",2004,0.238250002264977
"Sudan",2005,0.224999994039536
"Sweden",1997,3.27394008636475
"Sweden",1999,3.38131999969482
"Sweden",2001,3.87380003929138
"Sweden",2003,3.57947993278503
"Sweden",2004,3.36128997802734
"Sweden",2005,3.35958003997803
"Sweden",2006,3.47499990463257
"Sweden",2007,3.23382997512817
"Sweden",2008,3.46999001502991
"Sweden",2009,3.39527988433838
"Sweden",2010,3.1678900718689
"Sweden",2011,3.18702006340027
"Sweden",2012,3.23024988174438
"Sweden",2013,3.26042008399963
"Sweden",2014,3.10184001922607
"Sweden",2015,3.21902990341187
"Sweden",2016,3.24735999107361
"Sweden",2017,3.36279010772705
"Sweden",2018,3.32105994224548
"Sweden",2019,3.38757991790771
"Switzerland",1996,2.37649011611938
"Switzerland",2000,2.26385998725891
"Switzerland",2004,2.60818004608154
"Switzerland",2008,2.65296006202698
"Switzerland",2012,2.8745698928833
"Switzerland",2015,3.07832002639771
"Switzerland",2017,3.07462000846863
"Switzerland",2019,3.19221997261047
"Syrian Arab Republic",2015,0.0194199997931719
"Tajikistan",2001,0.0895299986004829
"Tajikistan",2002,0.0706799998879433
"Tajikistan",2003,0.068850003182888
"Tajikistan",2004,0.0669699981808662
"Tajikistan",2005,0.0957000032067299
"Tajikistan",2006,0.107320003211498
"Tajikistan",2007,0.067780002951622
"Tajikistan",2008,0.0698300004005432
"Tajikistan",2009,0.0857700034976006
"Tajikistan",2010,0.089139997959137
"Tajikistan",2011,0.121480002999306
"Tajikistan",2012,0.114320002496243
"Tajikistan",2013,0.118510000407696
"Tajikistan",2014,0.116240002214909
"Tajikistan",2015,0.103399999439716
"Tajikistan",2016,0.106219999492168
"Tajikistan",2017,0.109569996595383
"Tajikistan",2018,0.0940100029110909
"Tajikistan",2019,0.0936700031161308
"Tanzania",2007,0.334619998931885
"Tanzania",2010,0.373070001602173
"Tanzania",2013,0.514559984207153
"Thailand",1996,0.119180001318455
"Thailand",1997,0.102140001952648
"Thailand",1999,0.248359993100166
"Thailand",2000,0.244709998369217
"Thailand",2001,0.252310007810593
"Thailand",2002,0.23055000603199
"Thailand",2003,0.245340004563332
"Thailand",2004,0.23827999830246
"Thailand",2005,0.218889996409416
"Thailand",2006,0.232710003852844
"Thailand",2007,0.200800001621246
"Thailand",2008,0.203309997916222
"Thailand",2009,0.234549999237061
"Thailand",2011,0.361460000276566
"Thailand",2013,0.441639989614487
"Thailand",2014,0.479880005121231
"Thailand",2015,0.616089999675751
"Thailand",2016,0.778289973735809
"Thailand",2017,1.00165998935699
"Thailand",2018,1.11373996734619
"Thailand",2019,1.1429500579834
"Togo",2010,0.234760001301765
"Togo",2012,0.223240002989769
"Togo",2014,0.266539990901947
"Trinidad and Tobago",1996,0.103249996900558
"Trinidad and Tobago",1997,0.115529999136925
"Trinidad and Tobago",1998,0.127149999141693
"Trinidad and Tobago",1999,0.122919999063015
"Trinidad and Tobago",2000,0.108000002801418
"Trinidad and Tobago",2001,0.104170002043247
"Trinidad and Tobago",2002,0.131779998540878
"Trinidad and Tobago",2003,0.115010000765324
"Trinidad and Tobago",2004,0.114409998059273
"Trinidad and Tobago",2005,0.114309996366501
"Trinidad and Tobago",2006,0.0723299980163574
"Trinidad and Tobago",2007,0.0592200011014938
"Trinidad and Tobago",2008,0.0307199992239475
"Trinidad and Tobago",2009,0.0566500015556812
"Trinidad and Tobago",2010,0.0477100014686584
"Trinidad and Tobago",2011,0.0402400009334087
"Trinidad and Tobago",2012,0.0415900014340878
"Trinidad and Tobago",2013,0.0541100017726421
"Trinidad and Tobago",2014,0.0765300020575523
"Trinidad and Tobago",2015,0.0804800018668175
"Trinidad and Tobago",2016,0.0870900005102158
"Trinidad and Tobago",2017,0.0860600024461746
"Trinidad and Tobago",2018,0.0822200030088425
"Trinidad and Tobago",2019,0.059409998357296
"Tunisia",2002,0.543020009994507
"Tunisia",2003,0.650439977645874
"Tunisia",2004,0.730949997901917
"Tunisia",2005,0.7119500041008
"Tunisia",2006,0.677290022373199
"Tunisia",2007,0.66540002822876
"Tunisia",2008,0.63933002948761
"Tunisia",2009,0.706439971923828
"Tunisia",2010,0.658060014247894
"Tunisia",2011,0.674579977989197
"Tunisia",2012,0.649370014667511
"Tunisia",2013,0.637000024318695
"Tunisia",2014,0.619880020618439
"Tunisia",2015,0.594129979610443
"Tunisia",2016,0.56538999080658
"Tunisia",2017,0.699540019035339
"Tunisia",2018,0.716449975967407
"Tunisia",2019,0.746580004692078
"Turkiye",1996,0.451590001583099
"Turkiye",1997,0.491690009832382
"Turkiye",1998,0.361979991197586
"Turkiye",1999,0.455570012331009
"Turkiye",2000,0.465579986572266
"Turkiye",2001,0.522469997406006
"Turkiye",2002,0.509039998054504
"Turkiye",2003,0.465319991111755
"Turkiye",2004,0.497130006551743
"Turkiye",2005,0.563809990882874
"Turkiye",2006,0.552919983863831
"Turkiye",2007,0.686160027980804
"Turkiye",2008,0.687409996986389
"Turkiye",2009,0.803619980812073
"Turkiye",2010,0.793690025806427
"Turkiye",2011,0.793929994106293
"Turkiye",2012,0.825950026512146
"Turkiye",2013,0.812059998512268
"Turkiye",2014,0.856400012969971
"Turkiye",2015,0.876890003681183
"Turkiye",2016,0.938160002231598
"Turkiye",2017,0.952719986438751
"Turkiye",2018,1.02516996860504
"Turkiye",2019,1.06578004360199
"Uganda",2002,0.367559999227524
"Uganda",2003,0.25611999630928
"Uganda",2004,0.260560005903244
"Uganda",2005,0.215139999985695
"Uganda",2006,0.300330013036728
"Uganda",2007,0.388209998607635
"Uganda",2008,0.326319992542267
"Uganda",2009,0.255470007658005
"Uganda",2010,0.359899997711182
"Uganda",2014,0.142649993300438
"Ukraine",1997,1.19229996204376
"Ukraine",1998,1.06992995738983
"Ukraine",1999,0.96968001127243
"Ukraine",2000,0.929040014743805
"Ukraine",2001,0.989440023899078
"Ukraine",2002,0.962689995765686
"Ukraine",2003,1.07166004180908
"Ukraine",2004,1.04392004013062
"Ukraine",2005,0.995180010795593
"Ukraine",2006,0.914030015468597
"Ukraine",2007,0.818690001964569
"Ukraine",2008,0.809909999370575
"Ukraine",2009,0.825959980487823
"Ukraine",2010,0.802789986133575
"Ukraine",2011,0.710900008678436
"Ukraine",2012,0.723630011081696
"Ukraine",2013,0.732999980449677
"Ukraine",2014,0.650340020656586
"Ukraine",2015,0.614769995212555
"Ukraine",2016,0.483390003442764
"Ukraine",2017,0.448790013790131
"Ukraine",2018,0.471130013465881
"Ukraine",2019,0.43384000658989
"United Arab Emirates",2011,0.486220002174377
"United Arab Emirates",2014,0.675230026245117
"United Arab Emirates",2015,0.865700006484985
"United Arab Emirates",2016,0.931800007820129
"United Arab Emirates",2018,1.26389002799988
"United Arab Emirates",2019,1.31064999103546
"United Kingdom",1996,1.57321000099182
"United Kingdom",1997,1.53640997409821
"United Kingdom",1998,1.54648995399475
"United Kingdom",1999,1.62127995491028
"United Kingdom",2000,1.60906004905701
"United Kingdom",2001,1.59658002853394
"United Kingdom",2002,1.61372995376587
"United Kingdom",2003,1.57962000370026
"United Kingdom",2004,1.52997994422913
"United Kingdom",2005,1.54904997348785
"United Kingdom",2006,1.57539999485016
"United Kingdom",2007,1.61708998680115
"United Kingdom",2008,1.6078599691391
"United Kingdom",2009,1.66659998893738
"United Kingdom",2010,1.63496994972229
"United Kingdom",2011,1.6452100276947
"United Kingdom",2012,1.57631003856659
"United Kingdom",2013,1.62011003494263
"United Kingdom",2014,1.64263999462128
"United Kingdom",2015,1.64632999897003
"United Kingdom",2016,1.6569299697876
"United Kingdom",2017,1.66946995258331
"United Kingdom",2018,1.71835005283356
"United Kingdom",2019,1.72090995311737
"United States",1996,2.45001006126404
"United States",1997,2.47983002662659
"United States",1998,2.50400996208191
"United States",1999,2.54951000213623
"United States",2000,2.62914991378784
"United States",2001,2.64826989173889
"United States",2002,2.56097006797791
"United States",2003,2.56494998931885
"United States",2004,2.50171995162964
"United States",2005,2.51646995544434
"United States",2006,2.55746006965637
"United States",2007,2.62754011154175
"United States",2008,2.75722002983093
"United States",2009,2.80703997612
"United States",2010,2.7250599861145
"United States",2011,2.75512003898621
"United States",2012,2.67226004600525
"United States",2013,2.70215010643005
"United States",2014,2.71785998344421
"United States",2015,2.78699994087219
"United States",2016,2.85345005989075
"United States",2017,2.9054799079895
"United States",2018,3.01234006881714
"United States",2019,3.17383003234863
"Uruguay",1996,0.265009999275208
"Uruguay",1997,0.349940001964569
"Uruguay",1998,0.191860005259514
"Uruguay",1999,0.224169999361038
"Uruguay",2000,0.209250003099442
"Uruguay",2002,0.238179996609688
"Uruguay",2005,0.460310012102127
"Uruguay",2006,0.366860002279282
"Uruguay",2007,0.428559988737106
"Uruguay",2008,0.383700013160706
"Uruguay",2009,0.415699988603592
"Uruguay",2010,0.342420011758804
"Uruguay",2011,0.345979988574982
"Uruguay",2012,0.325919985771179
"Uruguay",2013,0.310449987649918
"Uruguay",2014,0.340669989585876
"Uruguay",2015,0.380120009183884
"Uruguay",2016,0.375510007143021
"Uruguay",2017,0.44582000374794
"Uruguay",2018,0.511330008506775
"Uruguay",2019,0.432370007038116
"Uzbekistan",2000,0.360630005598068
"Uzbekistan",2001,0.345440000295639
"Uzbekistan",2002,0.293559998273849
"Uzbekistan",2003,0.268249988555908
"Uzbekistan",2004,0.270410001277924
"Uzbekistan",2005,0.237409994006157
"Uzbekistan",2006,0.223949998617172
"Uzbekistan",2007,0.217209994792938
"Uzbekistan",2008,0.193540006875992
"Uzbekistan",2009,0.203150004148483
"Uzbekistan",2010,0.154300004243851
"Uzbekistan",2011,0.14877000451088
"Uzbekistan",2012,0.155120000243187
"Uzbekistan",2013,0.155000001192093
"Uzbekistan",2014,0.153349995613098
"Uzbekistan",2015,0.164969995617867
"Uzbekistan",2016,0.172380000352859
"Uzbekistan",2017,0.148340001702309
"Uzbekistan",2018,0.124499998986721
"Uzbekistan",2019,0.113770000636578
"Venezuela, RB",2005,0.189070001244545
"Venezuela, RB",2006,0.31742000579834
"Venezuela, RB",2007,0.201100006699562
"Venezuela, RB",2008,0.238030001521111
"Venezuela, RB",2009,0.240140005946159
"Venezuela, RB",2010,0.188229992985725
"Venezuela, RB",2011,0.152960002422333
"Venezuela, RB",2012,0.250099986791611
"Venezuela, RB",2013,0.31852999329567
"Venezuela, RB",2014,0.337130010128021
"Viet Nam",2002,0.192729994654655
"Viet Nam",2011,0.149550005793571
"Viet Nam",2013,0.299320012331009
"Viet Nam",2015,0.356290012598038
"Viet Nam",2017,0.418949991464615
"Viet Nam",2019,0.416519999504089
"Virgin Islands (U.S.)",2002,0.0661699995398521
"Virgin Islands (U.S.)",2003,0.0377600006759167
"Virgin Islands (U.S.)",2004,0.0342399999499321
"Virgin Islands (U.S.)",2005,0.0293600000441074
"Virgin Islands (U.S.)",2006,0.0312200002372265
"Virgin Islands (U.S.)",2007,0.0271700005978346
"West Bank and Gaza",2007,0.197229996323586
"West Bank and Gaza",2008,0.149140000343323
"West Bank and Gaza",2009,0.356460005044937
"West Bank and Gaza",2010,0.361559987068176
"West Bank and Gaza",2013,0.454340010881424
"Zambia",1996,0.0110400002449751
"Zambia",1997,0.00736999977380037
"Zambia",2002,0.00543999997898936
"Zambia",2003,0.00846999976783991
"Zambia",2004,0.0222299993038177
"Zambia",2005,0.0249300003051758
"Zambia",2008,0.278189986944199
