date,e5,e10,diesel
2017-04-18,1.40476836386507,1.3815710237274,1.18734178125535
2017-04-19,1.40252112365292,1.37900526574855,1.1834876585753
2017-04-20,1.38837177138725,1.3649792519389,1.17037982416486
2017-04-21,1.394238303017,1.37062677060537,1.17414459141903
2017-04-22,1.39735331889154,1.37366550892524,1.17723215700063
2017-04-23,1.40174308099052,1.37774496136088,1.18151958317448
2017-04-24,1.39249065405706,1.36890687550196,1.17269734433653
2017-04-25,1.38601994311477,1.3624298432906,1.16654103733101
2017-04-26,1.37936168907235,1.35552213824276,1.15759766649662
2017-04-27,1.37403179932354,1.35036111557622,1.15185251524093
2017-04-28,1.37340199713971,1.34957343853714,1.15181485572121
2017-04-29,1.37337750719821,1.34946779765712,1.15329174563855
2017-04-30,1.37906160500021,1.35529798939282,1.15974076677626
2017-05-01,1.37952123857944,1.35595860278624,1.16057073236857
2017-05-02,1.37011070675683,1.34650790087432,1.15303498837603
2017-05-03,1.36431652440917,1.34066256141052,1.14750917671236
2017-05-04,1.3623901662914,1.33868336917802,1.14423963743695
2017-05-05,1.35891163596971,1.33522544529654,1.13917396813008
2017-05-06,1.35890546746831,1.33526405770298,1.14057004341026
2017-05-07,1.36298423619361,1.33921769917388,1.14182668129295
2017-05-08,1.35489316374086,1.33114922373393,1.13302930480722
2017-05-09,1.35505760736094,1.33114588819823,1.13223155875551
2017-05-10,1.35351448996256,1.33000713866472,1.13263717421893
2017-05-11,1.35580694786793,1.33215454168593,1.13553568976401
2017-05-12,1.35869307726043,1.33536809296443,1.13731744013027
2017-05-13,1.36615583834065,1.34268864615973,1.14347300838838
2017-05-14,1.36858652067386,1.3448714584224,1.14453770518886
2017-05-15,1.36662991175703,1.34331770615914,1.14333437283108
2017-05-16,1.36668731216266,1.34342441307732,1.14266032851412
2017-05-17,1.36083181128364,1.33745071876425,1.13473561488953
2017-05-18,1.35846917394204,1.33520059787493,1.13284971125577
2017-05-19,1.36162861988296,1.33828146340032,1.13730576812766
2017-05-20,1.36230425819436,1.33913889633852,1.14030760421511
2017-05-21,1.37021513976477,1.34678921559555,1.14571924412108
2017-05-22,1.36601500986792,1.34273777029486,1.14265083680658
2017-05-23,1.36932817413788,1.34597284231024,1.14612399481588
2017-05-24,1.36942374544293,1.34627577814462,1.14645060838406
2017-05-25,1.37162043827252,1.34842143268086,1.15011587416666
2017-05-26,1.3692945686029,1.34643547470031,1.1482583326878
2017-05-27,1.37251619105138,1.34968656320475,1.15267773352617
2017-05-28,1.3779501319097,1.35484771727211,1.15773210756646
2017-05-29,1.36701046215217,1.3438840187984,1.14559073012212
2017-05-30,1.36445649513814,1.34139196093267,1.14169892332877
2017-05-31,1.3643167923336,1.34134774704598,1.14147562837073
2017-06-01,1.36243949859188,1.33943150908485,1.13798690832528
2017-06-02,1.3617695295589,1.33874791886201,1.13570597521158
2017-06-03,1.3662045733969,1.34340955732886,1.13854778379448
2017-06-04,1.37227443857388,1.34934392106886,1.14436452755371
2017-06-05,1.36886661633206,1.34600885148848,1.14047920423555
2017-06-06,1.36068016837455,1.33754809971519,1.13103587864733
2017-06-07,1.35346427702124,1.33040124851199,1.11989256111859
2017-06-08,1.34967593083078,1.32645678023662,1.115042869564
2017-06-09,1.34853602696253,1.32534826982402,1.11371634847636
2017-06-10,1.35267898913888,1.32945523230096,1.11687371626257
2017-06-11,1.35665571366866,1.3335916137558,1.1203969582255
2017-06-12,1.34699785445765,1.32405571458608,1.11066599425259
2017-06-13,1.34698234688384,1.32390812280451,1.11047566774416
2017-06-14,1.34543893297346,1.32231829432731,1.10785744513809
2017-06-15,1.34548897553166,1.32231356680885,1.11037781297282
2017-06-16,1.34275975405171,1.31951211961471,1.1072465114448
2017-06-17,1.34385019032388,1.32064523017989,1.10876181442386
2017-06-18,1.34084303019544,1.31783073034848,1.10742328428654
2017-06-19,1.34217263400881,1.31875337779574,1.10986760034899
2017-06-20,1.33643529442371,1.3131878356463,1.10735848297996
2017-06-21,1.33530127985288,1.31196791293202,1.10470736590067
2017-06-22,1.33094706138936,1.30748552866027,1.10212632863711
2017-06-23,1.32976658436747,1.30623092310267,1.10051827412308
2017-06-24,1.33128523216732,1.30775432386083,1.10165169625363
2017-06-25,1.33764822392327,1.31386265197547,1.10778908889229
2017-06-26,1.33353933034983,1.31011147330474,1.10329354371669
2017-06-27,1.33105701447546,1.30797569384958,1.09934871166367
2017-06-28,1.33313179987641,1.30975392720268,1.10124770204914
2017-06-29,1.32746097746666,1.30416767181057,1.09785381169425
2017-06-30,1.33048538196833,1.30732234996798,1.10148097405382
2017-07-01,1.33492565316615,1.31166519125002,1.1086395024095
2017-07-02,1.33836878421038,1.31498685392013,1.11316762011168
2017-07-03,1.33317621520084,1.30964125962828,1.10770735227198
2017-07-04,1.3255872789887,1.3025967434263,1.10219760428916
2017-07-05,1.33172612359676,1.30872083418377,1.11051317385715
2017-07-06,1.33330635138165,1.31028294238713,1.11282671223008
2017-07-07,1.33289047501782,1.30986207080705,1.11287078752832
2017-07-08,1.33480353723637,1.31161616337733,1.11516392325109
2017-07-09,1.33839030488003,1.31511211996628,1.11849844291775
2017-07-10,1.32877599318921,1.30548587959615,1.10845061690668
2017-07-11,1.32208491969609,1.2990227560323,1.10080178613883
2017-07-12,1.32712634069698,1.30384978067193,1.10715847286131
2017-07-13,1.33001587849336,1.30676783733048,1.10909741557658
2017-07-14,1.3301767170923,1.30693429535815,1.10949008370806
2017-07-15,1.33510287388038,1.31179546857445,1.11437231947494
2017-07-16,1.34389337092352,1.32048978136798,1.123227642689
2017-07-17,1.33780551234196,1.3146184657166,1.11842451953886
2017-07-18,1.3326140964833,1.30965621029185,1.11283499425431
2017-07-19,1.3315505601617,1.30850447920018,1.11212843674617
2017-07-20,1.33018438469652,1.30701312945179,1.11082426106084
2017-07-21,1.33135805555514,1.30834027503558,1.11270581601741
2017-07-22,1.3395530891293,1.31692672875102,1.12089753092235
2017-07-23,1.34035492542634,1.31728063822734,1.12205109015816
